the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.086       0.01        0.05           0.090       0.084       0.224     
2          2               8                 1000      0.089       0.02        0.09           0.120       0.088       0.357     
4          4               16                1000      0.099       0.04        0.16           0.123       0.096       0.132     
8          8               32                1000      0.114       0.07        0.28           0.358       0.111       0.190     
16         16              64                1000      0.142       0.11        0.45           0.161       0.139       0.168     
32         32              128               1000      0.196       0.16        0.65           0.453       0.192       0.264     
64         64              256               1000      0.312       0.21        0.82           0.336       0.302       0.374     
128        128             512               1000      0.540       0.24        0.95           0.572       0.527       0.562     
256        256             1024              1000      0.993       0.26        1.03           1.023       0.972       1.101     
512        512             2048              1000      1.919       0.27        1.07           1.949       1.895       1.966     
1024       1024            4096              1000      3.744       0.27        1.09           9.511       3.695       3.777     
2048       2048            8192              1000      7.397       0.28        1.11           19.139      7.327       7.466     
4096       4096            16384             1000      16.056      0.26        1.02           1370.805    14.600      14.809    
8192       8192            32768             1000      31.060      0.26        1.05           1630.648    29.304      29.917    
16384      16384           65536             1000      59.277      0.28        1.11           291.277     58.196      58.893    
32768      32768           131072            1000      118.380     0.28        1.11           321.801     116.698     116.833   
65536      65536           262144            1000      236.177     0.28        1.11           343.426     235.318     236.178   
131072     131072          524288            1000      471.849     0.28        1.11           521.211     470.806     471.374   
262144     262144          1048576           1000      943.287     0.28        1.11           971.167     941.690     942.351   
524288     524288          2097152           1000      1885.978    0.28        1.11           1906.791    1883.591    1884.947  
1048576    1048576         4194304           1000      3772.238    0.28        1.11           3787.827    3767.162    3802.471  

