the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.084       0.01        0.09           0.112       0.082       0.332     
2          2               16                1000      0.086       0.02        0.19           0.327       0.084       0.124     
4          4               32                1000      0.092       0.04        0.35           0.323       0.090       0.135     
8          8               64                1000      0.124       0.06        0.52           0.141       0.104       0.136     
16         16              128               1000      0.170       0.09        0.75           0.413       0.160       0.213     
32         32              256               1000      0.262       0.12        0.98           0.297       0.247       0.305     
64         64              512               1000      0.447       0.14        1.15           0.490       0.417       0.500     
128        128             1024              1000      0.818       0.16        1.25           1.051       0.785       0.834     
256        256             2048              1000      1.565       0.16        1.31           8.732       1.514       1.650     
512        512             4096              1000      3.058       0.17        1.34           3.339       2.992       2.524     
1024       1024            8192              1000      6.080       0.17        1.35           11.525      5.963       6.061     
2048       2048            16384             1000      12.424      0.16        1.32           20.300      12.030      12.271    
4096       4096            32768             1000      24.766      0.17        1.32           30.456      24.554      25.330    
8192       8192            65536             1000      49.258      0.17        1.33           56.204      47.304      50.165    
16384      16384           131072            1000      94.962      0.17        1.38           103.373     94.021      94.022    
32768      32768           262144            1000      189.779     0.17        1.38           196.935     164.350     189.599   
65536      65536           524288            1000      384.440     0.17        1.36           419.843     352.926     378.701   
131072     131072          1048576           1000      759.520     0.17        1.38           826.790     657.650     752.608   
262144     262144          2097152           1000      1523.827    0.17        1.38           1656.523    1477.451    1517.821  
524288     524288          4194304           1000      3038.718    0.17        1.38           3349.521    2627.905    3046.323  
1048576    1048576         8388608           1000      6095.881    0.17        1.38           6779.584    5254.834    6064.098  

