the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.117       0.01        0.07           0.300       0.080       0.140     
2          2               16                1000      0.122       0.02        0.13           0.200       0.080       0.360     
4          4               32                1000      0.164       0.02        0.20           0.360       0.120       0.460     
8          8               64                1000      0.187       0.04        0.34           0.360       0.120       0.220     
16         16              128               1000      0.245       0.07        0.52           0.420       0.200       0.460     
32         32              256               1000      0.338       0.09        0.76           0.500       0.280       0.340     
64         64              512               1000      0.525       0.12        0.98           7.460       0.440       0.700     
128        128             1024              1000      0.858       0.15        1.19           1.080       0.800       1.260     
256        256             2048              1000      1.626       0.16        1.26           1.940       1.520       1.700     
512        512             4096              1000      3.055       0.17        1.34           71.680      2.920       3.000     
1024       1024            8192              1000      5.799       0.18        1.41           11.580      5.740       5.800     
2048       2048            16384             1000      11.464      0.18        1.43           16.500      11.400      11.440    
4096       4096            32768             1000      26.498      0.15        1.24           70.020      22.780      23.920    
8192       8192            65536             1000      45.725      0.18        1.43           72.780      45.220      45.460    
16384      16384           131072            1000      113.772     0.14        1.15           126.640     93.420      115.180   
32768      32768           262144            1000      181.759     0.18        1.44           229.620     180.380     185.780   
65536      65536           524288            1000      378.419     0.17        1.39           467.860     360.700     366.980   
131072     131072          1048576           1000      925.789     0.14        1.13           945.740     906.540     917.460   
262144     262144          2097152           1000      1825.478    0.14        1.15           1868.820    1767.400    1796.140  
524288     524288          4194304           1000      3687.731    0.14        1.14           3756.940    3658.860    3690.400  
1048576    1048576         8388608           1000      7391.725    0.14        1.13           7498.480    7346.320    7408.420  

