the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.097       0.04        0.17           0.260       0.040       0.160     
2          8               32                1000      0.121       0.07        0.26           0.260       0.060       0.280     
4          16              64                1000      0.117       0.14        0.55           0.260       0.060       0.120     
8          32              128               1000      0.115       0.28        1.11           0.380       0.060       0.080     
16         64              256               1000      0.131       0.49        1.95           0.600       0.060       0.120     
32         128             512               1000      0.141       0.91        3.63           0.280       0.100       0.280     
64         256             1024              1000      0.171       1.49        5.97           0.340       0.140       0.180     
128        512             2048              1000      0.240       2.13        8.53           0.380       0.220       0.220     
256        1024            4096              1000      0.391       2.62        10.48          9.400       0.340       1.000     
512        2048            8192              1000      0.692       2.96        11.83          1.100       0.640       1.620     
1024       4096            16384             1000      1.237       3.31        13.25          1.720       1.180       2.080     
2048       8192            32768             1000      2.483       3.30        13.20          3.360       2.300       6.680     
4096       16384           65536             1000      4.992       3.28        13.13          16.420      4.740       15.300    
8192       32768           131072            1000      9.448       3.47        13.87          17.520      9.120       28.660    
16384      65536           262144            1000      18.667      3.51        14.04          31.200      18.240      59.560    
32768      131072          524288            1000      36.515      3.59        14.36          86.320      35.660      101.560   
65536      262144          1048576           1000      119.658     2.19        8.76           272.760     107.840     197.680   
131072     524288          2097152           1000      310.995     1.69        6.74           334.140     302.500     289.480   
262144     1048576         4194304           1000      529.051     1.98        7.93           569.780     513.700     488.460   
524288     2097152         8388608           1000      827.589     2.53        10.14          880.120     817.680     817.080   
1048576    4194304         16777216          1000      2465.295    1.70        6.81           3141.220    2414.080    2466.900  

