the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.496       0.00        0.02           0.920       0.440       1.680     
2          2               24                1000      0.494       0.00        0.05           1.000       0.440       1.080     
4          4               48                1000      0.493       0.01        0.10           0.780       0.440       0.720     
8          8               96                1000      0.503       0.02        0.19           0.860       0.460       0.840     
16         16              192               1000      0.529       0.03        0.36           0.900       0.460       1.060     
32         32              384               1000      0.544       0.06        0.71           0.820       0.500       0.980     
64         64              768               1000      0.606       0.11        1.27           0.920       0.560       1.060     
128        128             1536              1000      0.727       0.18        2.11           0.900       0.680       2.040     
256        256             3072              1000      0.942       0.27        3.26           1.220       0.900       1.280     
512        512             6144              1000      1.386       0.37        4.43           1.760       1.340       2.420     
1024       1024            12288             1000      2.278       0.45        5.39           3.080       2.200       4.480     
2048       2048            24576             1000      4.044       0.51        6.08           4.640       3.960       6.600     
4096       4096            49152             1000      7.473       0.55        6.58           14.980      7.360       12.600    
8192       8192            98304             1000      14.431      0.57        6.81           22.220      14.240      35.640    
16384      16384           196608            1000      35.159      0.47        5.59           70.300      31.500      92.760    
32768      32768           393216            1000      93.280      0.35        4.22           177.840     84.840      185.080   
65536      65536           786432            1000      380.253     0.17        2.07           411.920     371.440     366.960   
131072     131072          1572864           1000      909.388     0.14        1.73           1105.580    894.160     884.520   
262144     262144          3145728           1000      1795.065    0.15        1.75           2241.220    1762.420    1790.620  
524288     524288          6291456           1000      2935.136    0.18        2.14           3406.320    2903.460    2941.900  
1048576    1048576         12582912          1000      8122.175    0.13        1.55           10117.320   7491.580    7684.500  

