the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.072       0.01        0.11           0.434       0.071       0.249     
2          2               16                1000      0.072       0.03        0.22           0.075       0.072       0.171     
4          4               32                1000      0.074       0.05        0.43           0.432       0.074       0.427     
8          8               64                1000      0.076       0.11        0.84           0.088       0.076       0.107     
16         16              128               1000      0.083       0.19        1.53           0.205       0.083       0.273     
32         32              256               1000      0.099       0.32        2.59           0.110       0.098       0.271     
64         64              512               1000      0.128       0.50        3.99           0.138       0.127       0.372     
128        128             1024              1000      0.188       0.68        5.45           0.399       0.186       0.436     
256        256             2048              1000      0.304       0.84        6.74           0.490       0.302       0.480     
512        512             4096              1000      0.577       0.89        7.10           0.750       0.535       0.721     
1024       1024            8192              1000      1.012       1.01        8.10           1.353       1.000       1.184     
2048       2048            16384             1000      1.942       1.05        8.44           2.241       1.932       2.126     
4096       4096            32768             1000      3.802       1.08        8.62           4.328       3.800       3.803     
8192       8192            65536             1000      8.090       1.01        8.10           545.061     7.526       7.775     
16384      16384           131072            1000      15.040      1.09        8.72           15.413      14.981      15.039    
32768      32768           262144            1000      30.059      1.09        8.72           43.388      29.874      30.140    
65536      65536           524288            1000      60.129      1.09        8.72           124.514     59.703      60.185    
131072     131072          1048576           1000      119.751     1.09        8.76           163.275     119.305     119.732   
262144     262144          2097152           1000      239.362     1.10        8.76           275.552     238.446     239.039   
524288     524288          4194304           1000      477.997     1.10        8.77           516.865     476.787     477.586   
1048576    1048576         8388608           1000      956.698     1.10        8.77           1017.670    953.657     1139.820  

