the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.075       0.05        0.21           0.148       0.074       0.278     
2          8               32                1000      0.077       0.10        0.42           0.079       0.073       0.192     
4          16              64                1000      0.081       0.20        0.79           0.103       0.075       0.124     
8          32              128               1000      0.084       0.38        1.52           0.113       0.079       0.131     
16         64              256               1000      0.085       0.75        3.00           0.173       0.083       0.322     
32         128             512               1000      0.098       1.30        5.22           0.151       0.096       0.201     
64         256             1024              1000      0.123       2.08        8.34           0.154       0.119       0.181     
128        512             2048              1000      0.171       3.00        12.01          0.225       0.167       0.269     
256        1024            4096              1000      0.266       3.84        15.38          0.306       0.261       0.387     
512        2048            8192              1000      0.456       4.49        17.98          0.492       0.450       0.682     
1024       4096            16384             1000      0.834       4.91        19.63          0.875       0.828       0.930     
2048       8192            32768             1000      1.603       5.11        20.45          1.894       1.588       1.832     
4096       16384           65536             1000      3.159       5.19        20.75          12.724      3.116       3.254     
8192       32768           131072            1000      8.517       3.85        15.39          2238.264    6.198       6.739     
16384      65536           262144            1000      12.929      5.07        20.28          499.815     12.325      12.825    
32768      131072          524288            1000      24.763      5.29        21.17          164.165     24.484      25.214    
65536      262144          1048576           1000      49.105      5.34        21.35          144.019     48.530      49.759    
131072     524288          2097152           1000      97.435      5.38        21.52          138.510     97.031      99.564    
262144     1048576         4194304           1000      196.322     5.34        21.36          214.904     194.891     200.935   
524288     2097152         8388608           1000      408.701     5.13        20.53          440.743     405.819     410.027   
1048576    4194304         16777216          1000      817.194     5.13        20.53          869.295     812.519     913.674   

