the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.049       0.02        0.16           0.060       0.040       0.060     
2          2               16                1000      0.053       0.04        0.30           0.100       0.040       0.280     
4          4               32                1000      0.052       0.08        0.62           0.080       0.040       0.080     
8          8               64                1000      0.056       0.14        1.14           0.080       0.040       0.140     
16         16              128               1000      0.059       0.27        2.19           0.080       0.040       0.180     
32         32              256               1000      0.064       0.50        4.00           0.080       0.060       0.100     
64         64              512               1000      0.075       0.85        6.82           0.120       0.060       0.160     
128        128             1024              1000      0.098       1.31        10.50          0.120       0.080       0.300     
256        256             2048              1000      0.149       1.72        13.79          0.180       0.140       0.360     
512        512             4096              1000      0.236       2.17        17.39          0.260       0.220       0.780     
1024       1024            8192              1000      0.420       2.44        19.50          0.440       0.420       1.540     
2048       2048            16384             1000      0.812       2.52        20.17          0.840       0.800       1.920     
4096       4096            32768             1000      1.543       2.66        21.24          1.580       1.520       3.640     
8192       8192            65536             1000      3.229       2.54        20.30          22.860      3.140       8.520     
16384      16384           131072            1000      6.920       2.37        18.94          19.040      6.660       17.420    
32768      32768           262144            1000      13.828      2.37        18.96          30.540      13.600      24.800    
65536      65536           524288            1000      26.463      2.48        19.81          42.260      26.040      57.880    
131072     131072          1048576           1000      60.469      2.17        17.34          92.240      57.100      140.820   
262144     262144          2097152           1000      189.442     1.38        11.07          373.700     109.980     426.760   
524288     524288          4194304           1000      513.044     1.02        8.18           656.840     419.620     544.800   
1048576    1048576         8388608           1000      1560.271    0.67        5.38           1598.900    1542.560    1630.800  

