the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.079       0.09        0.20           0.127       0.077       0.609     
2          14              32                1000      0.082       0.17        0.39           0.130       0.079       0.287     
4          28              64                1000      0.082       0.34        0.78           0.136       0.080       0.331     
8          56              128               1000      0.086       0.65        1.48           0.161       0.086       0.184     
16         112             256               1000      0.102       1.09        2.50           0.128       0.100       0.229     
32         224             512               1000      0.131       1.71        3.90           0.170       0.129       0.244     
64         448             1024              1000      0.189       2.37        5.42           0.218       0.187       0.357     
128        896             2048              1000      0.306       2.93        6.70           0.523       0.304       0.496     
256        1792            4096              1000      0.539       3.33        7.60           0.560       0.537       0.818     
512        3584            8192              1000      1.008       3.56        8.13           1.497       1.002       1.207     
1024       7168            16384             1000      1.941       3.69        8.44           2.279       1.935       2.140     
2048       14336           32768             1000      3.819       3.75        8.58           4.014       3.806       4.096     
4096       28672           65536             1000      7.595       3.78        8.63           15.168      7.537       8.001     
8192       57344           131072            1000      15.053      3.81        8.71           27.088      14.990      15.781    
16384      114688          262144            1000      30.536      3.76        8.58           611.710     29.898      30.401    
32768      229376          524288            1000      60.017      3.82        8.74           325.011     59.691      60.453    
65536      458752          1048576           1000      119.725     3.83        8.76           307.449     119.318     120.528   
131072     917504          2097152           1000      239.523     3.83        8.76           349.356     238.574     240.845   
262144     1835008         4194304           1000      481.441     3.81        8.71           640.505     479.103     489.907   
524288     3670016         8388608           1000      969.135     3.79        8.66           986.592     965.615     1013.526  
1048576    7340032         16777216          1000      1958.771    3.75        8.57           2071.248    1952.432    1956.117  

