the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.140       0.04        0.17           0.480       0.060       0.280     
2          12              48                1000      0.138       0.09        0.35           0.360       0.080       0.140     
4          24              96                1000      0.099       0.24        0.97           0.260       0.060       0.200     
8          48              192               1000      0.103       0.46        1.86           0.300       0.060       0.160     
16         96              384               1000      0.137       0.70        2.79           0.560       0.100       0.280     
32         192             768               1000      0.177       1.09        4.34           0.380       0.140       0.200     
64         384             1536              1000      0.257       1.49        5.97           0.540       0.220       0.260     
128        768             3072              1000      0.436       1.76        7.05           0.680       0.380       0.540     
256        1536            6144              1000      0.770       2.00        7.98           6.980       0.700       1.320     
512        3072            12288             1000      1.363       2.25        9.01           7.980       1.300       2.060     
1024       6144            24576             1000      2.642       2.33        9.30           5.660       2.540       6.600     
2048       12288           49152             1000      5.050       2.43        9.73           11.900      4.880       11.820    
4096       24576           98304             1000      10.047      2.45        9.78           17.240      9.740       25.980    
8192       49152           196608            1000      19.356      2.54        10.16          26.100      19.060      43.780    
16384      98304           393216            1000      38.880      2.53        10.11          67.320      38.100      87.460    
32768      196608          786432            1000      106.285     1.85        7.40           163.880     97.500      154.880   
65536      393216          1572864           1000      302.655     1.30        5.20           323.500     295.960     320.660   
131072     786432          3145728           1000      529.701     1.48        5.94           575.700     521.320     532.840   
262144     1572864         6291456           1000      1263.468    1.24        4.98           1387.680    1248.620    1264.380  
524288     3145728         12582912          1000      2976.296    1.06        4.23           3524.440    2951.120    2977.600  
1048576    6291456         25165824          1000      5797.428    1.09        4.34           5918.060    5758.060    5768.780  

