the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.281       0.00        0.04           0.524       0.266       1.391     
2          2               24                1000      0.279       0.01        0.09           0.581       0.271       0.865     
4          4               48                1000      0.282       0.01        0.17           0.523       0.275       1.050     
8          8               96                1000      0.286       0.03        0.34           0.526       0.277       1.426     
16         16              192               1000      0.295       0.05        0.65           0.533       0.291       0.888     
32         32              384               1000      0.329       0.10        1.17           0.684       0.301       1.021     
64         64              768               1000      0.369       0.17        2.08           5.007       0.336       0.936     
128        128             1536              1000      0.449       0.28        3.42           0.967       0.408       1.316     
256        256             3072              1000      0.787       0.33        3.90           7.361       0.555       1.499     
512        512             6144              1000      1.109       0.46        5.54           1.990       0.866       1.981     
1024       1024            12288             1000      1.522       0.67        8.08           2.087       1.447       2.375     
2048       2048            24576             1000      2.661       0.77        9.24           11.011      2.609       4.431     
4096       4096            49152             1000      5.937       0.69        8.28           7.988       5.281       10.141    
8192       8192            98304             1000      19.306      0.42        5.09           26.079      16.547      25.097    
16384      16384           196608            1000      34.829      0.47        5.64           42.252      32.147      40.334    
32768      32768           393216            1000      52.732      0.62        7.46           60.873      48.879      55.440    
65536      65536           786432            1000      90.651      0.72        8.68           99.856      87.285      95.120    
131072     131072          1572864           1000      166.511     0.79        9.45           176.890     163.804     175.840   
262144     262144          3145728           1000      356.679     0.73        8.82           370.150     338.023     360.658   
524288     524288          6291456           1000      757.315     0.69        8.31           773.660     731.486     754.808   
1048576    1048576         12582912          1000      1669.426    0.63        7.54           1689.197    1658.604    1681.760  

