the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.219       0.00        0.04           0.435       0.212       0.636     
2          2               16                1000      0.219       0.01        0.07           0.284       0.213       0.407     
4          4               32                1000      0.230       0.02        0.14           8.317       0.217       0.542     
8          8               64                1000      0.225       0.04        0.28           0.265       0.218       0.531     
16         16              128               1000      0.232       0.07        0.55           0.277       0.226       0.360     
32         32              256               1000      0.259       0.12        0.99           10.421      0.240       0.514     
64         64              512               1000      0.288       0.22        1.78           10.599      0.269       0.462     
128        128             1024              1000      0.335       0.38        3.06           0.418       0.327       0.608     
256        256             2048              1000      0.451       0.57        4.54           0.530       0.443       0.748     
512        512             4096              1000      0.697       0.73        5.88           0.753       0.681       0.811     
1024       1024            8192              1000      1.160       0.88        7.06           1.204       1.148       1.418     
2048       2048            16384             1000      2.094       0.98        7.83           2.210       2.084       2.373     
4096       4096            32768             1000      3.987       1.03        8.22           13.083      3.948       4.096     
8192       8192            65536             1000      7.751       1.06        8.45           14.661      7.677       7.925     
16384      16384           131072            1000      15.248      1.07        8.60           22.590      15.160      15.301    
32768      32768           262144            1000      30.134      1.09        8.70           37.550      30.073      30.347    
65536      65536           524288            1000      59.943      1.09        8.75           65.423      59.851      60.450    
131072     131072          1048576           1000      119.532     1.10        8.77           125.373     119.423     124.084   
262144     262144          2097152           1000      254.140     1.03        8.25           262.788     244.743     261.360   
524288     524288          4194304           1000      545.365     0.96        7.69           559.364     526.325     549.576   
1048576    1048576         8388608           1000      1151.437    0.91        7.29           1172.221    1128.354    1151.260  

