the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.453       0.00        0.02           1.000       0.400       0.820     
2          2               16                1000      0.457       0.00        0.04           1.540       0.400       1.480     
4          4               32                1000      0.505       0.01        0.06           1.060       0.440       1.700     
8          8               64                1000      0.569       0.01        0.11           1.200       0.520       1.800     
16         16              128               1000      0.787       0.02        0.16           1.900       0.740       2.500     
32         32              256               1000      1.072       0.03        0.24           2.160       1.000       2.900     
64         64              512               1000      1.606       0.04        0.32           5.500       1.540       3.720     
128        128             1024              1000      2.719       0.05        0.38           11.000      2.640       3.880     
256        256             2048              1000      5.037       0.05        0.41           38.600      4.920       5.860     
512        512             4096              1000      9.740       0.05        0.42           532.260     9.140       11.060    
1024       1024            8192              1000      17.870      0.06        0.46           207.040     17.580      19.000    
2048       2048            16384             1000      35.499      0.06        0.46           75.500      35.180      54.100    
4096       4096            32768             1000      70.487      0.06        0.46           126.340     70.120      75.760    
8192       8192            65536             1000      141.358     0.06        0.46           222.700     140.620     149.380   
16384      16384           131072            1000      281.993     0.06        0.46           328.440     280.840     308.540   
32768      32768           262144            1000      563.569     0.06        0.47           719.680     560.500     613.520   
65536      65536           524288            1000      1126.806    0.06        0.47           1272.440    1121.320    1216.160  
131072     131072          1048576           1000      2378.569    0.06        0.44           2683.680    2243.680    2462.220  
262144     262144          2097152           1000      4506.145    0.06        0.47           4604.080    4493.380    4947.620  
524288     524288          4194304           1000      9214.181    0.06        0.46           9273.340    9170.780    9234.320  
1048576    1048576         8388608           1000      18418.659   0.06        0.46           18625.300   18354.760   18425.300 

