the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.075       0.04        0.11           0.093       0.075       0.860     
2          6               16                1000      0.075       0.08        0.21           0.083       0.075       0.298     
4          12              32                1000      0.076       0.16        0.42           0.098       0.076       0.507     
8          24              64                1000      0.076       0.32        0.84           0.093       0.076       0.292     
16         48              128               1000      0.077       0.62        1.66           0.094       0.076       0.649     
32         96              256               1000      0.080       1.20        3.20           0.091       0.079       0.802     
64         192             512               1000      0.086       2.23        5.95           0.098       0.086       0.511     
128        384             1024              1000      0.101       3.82        10.19          0.107       0.100       0.316     
256        768             2048              1000      0.130       5.91        15.75          0.136       0.130       0.520     
512        1536            4096              1000      0.188       8.17        21.79          0.194       0.188       0.389     
1024       3072            8192              1000      0.305       10.07       26.86          0.310       0.304       0.728     
2048       6144            16384             1000      0.537       11.44       30.51          0.543       0.537       0.745     
4096       12288           32768             1000      1.003       12.25       32.67          1.008       1.002       1.202     
8192       24576           65536             1000      1.934       12.71       33.89          1.938       1.933       2.322     
16384      49152           131072            1000      3.815       12.89       34.36          16.206      3.802       4.176     
32768      98304           262144            1000      7.527       13.06       34.83          7.778       7.527       8.113     
65536      196608          524288            1000      15.573      12.62       33.67          25.196      15.328      15.927    
131072     393216          1048576           1000      31.104      12.64       33.71          58.337      30.724      31.419    
262144     786432          2097152           1000      62.604      12.56       33.50          87.166      62.123      63.339    
524288     1572864         4194304           1000      124.443     12.64       33.70          133.404     123.778     128.227   
1048576    3145728         8388608           1000      249.728     12.60       33.59          262.680     248.905     261.965   

