the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.056       0.02        0.21           0.080       0.040       0.260     
2          2               24                1000      0.057       0.04        0.42           0.060       0.040       0.400     
4          4               48                1000      0.062       0.06        0.77           0.080       0.060       0.280     
8          8               96                1000      0.064       0.12        1.50           0.080       0.060       0.300     
16         16              192               1000      0.063       0.26        3.07           0.080       0.060       0.240     
32         32              384               1000      0.068       0.47        5.69           0.080       0.060       0.160     
64         64              768               1000      0.078       0.82        9.90           0.100       0.060       0.340     
128        128             1536              1000      0.098       1.30        15.60          0.120       0.080       0.280     
256        256             3072              1000      0.142       1.80        21.58          0.160       0.140       0.480     
512        512             6144              1000      0.222       2.30        27.63          0.420       0.220       0.800     
1024       1024            12288             1000      0.393       2.61        31.30          0.420       0.380       1.300     
2048       2048            24576             1000      0.826       2.48        29.75          0.980       0.760       3.420     
4096       4096            49152             1000      1.527       2.68        32.18          9.780       1.480       6.160     
8192       8192            98304             1000      5.135       1.60        19.14          14.400      4.980       15.600    
16384      16384           196608            1000      11.390      1.44        17.26          22.940      10.820      30.000    
32768      32768           393216            1000      31.939      1.03        12.31          739.300     24.200      118.340   
65536      65536           786432            1000      58.559      1.12        13.43          160.720     54.520      251.900   
131072     131072          1572864           1000      302.896     0.43        5.19           3817.700    86.980      526.980   
262144     262144          3145728           1000      534.895     0.49        5.88           8187.020    354.900     1184.900  
524288     524288          6291456           1000      2552.695    0.21        2.46           16573.840   2037.780    2438.080  
1048576    1048576         12582912          1000      4032.234    0.26        3.12           20055.340   3043.640    4403.200  

