the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.132       0.02        0.06           0.158       0.120       0.369     
2          4               16                1000      0.128       0.03        0.13           0.318       0.120       0.352     
4          8               32                1000      0.131       0.06        0.24           0.189       0.119       0.571     
8          16              64                1000      0.132       0.12        0.49           0.179       0.121       0.369     
16         32              128               1000      0.133       0.24        0.96           0.341       0.121       0.157     
32         64              256               1000      0.134       0.48        1.91           0.166       0.123       0.245     
64         128             512               1000      0.127       1.01        4.04           0.353       0.126       0.160     
128        256             1024              1000      0.140       1.83        7.33           0.372       0.133       0.365     
256        512             2048              1000      0.154       3.32        13.27          0.345       0.148       0.184     
512        1024            4096              1000      0.198       5.18        20.71          0.448       0.183       0.548     
1024       2048            8192              1000      0.279       7.34        29.38          6.950       0.254       0.365     
2048       4096            16384             1000      0.441       9.29        37.16          0.656       0.420       1.228     
4096       8192            32768             1000      0.801       10.22       40.89          1.561       0.764       1.581     
8192       16384           65536             1000      1.777       9.22        36.88          2.933       1.495       4.280     
16384      32768           131072            1000      5.241       6.25        25.01          11.570      4.109       9.418     
32768      65536           262144            1000      11.563      5.67        22.67          17.915      10.408      18.449    
65536      131072          524288            1000      41.697      3.14        12.57          58.763      38.244      46.780    
131072     262144          1048576           1000      90.968      2.88        11.53          126.517     85.829      108.361   
262144     524288          2097152           1000      180.931     2.90        11.59          207.642     179.175     189.470   
524288     1048576         4194304           1000      368.248     2.85        11.39          395.044     366.199     384.495   
1048576    2097152         8388608           1000      760.865     2.76        11.03          778.394     752.086     793.877   

