the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.077       0.01        0.10           0.300       0.040       0.100     
2          2               16                1000      0.076       0.03        0.21           0.360       0.040       0.260     
4          4               32                1000      0.072       0.06        0.44           0.260       0.040       0.260     
8          8               64                1000      0.072       0.11        0.89           0.280       0.040       0.100     
16         16              128               1000      0.096       0.17        1.34           0.280       0.060       0.080     
32         32              256               1000      0.100       0.32        2.56           0.540       0.060       0.100     
64         64              512               1000      0.125       0.51        4.10           0.340       0.060       0.400     
128        128             1024              1000      0.136       0.94        7.51           3.340       0.100       0.280     
256        256             2048              1000      0.182       1.40        11.24          0.440       0.160       0.660     
512        512             4096              1000      0.275       1.86        14.89          0.640       0.260       0.780     
1024       1024            8192              1000      0.485       2.11        16.89          0.900       0.480       1.080     
2048       2048            16384             1000      0.911       2.25        17.98          1.700       0.880       2.000     
4096       4096            32768             1000      1.766       2.32        18.55          3.300       1.740       4.000     
8192       8192            65536             1000      3.503       2.34        18.71          5.720       3.460       6.880     
16384      16384           131072            1000      7.198       2.28        18.21          78.640      6.820       18.420    
32768      32768           262144            1000      14.212      2.31        18.44          63.100      13.540      34.040    
65536      65536           524288            1000      29.212      2.24        17.95          82.160      26.980      70.840    
131072     131072          1048576           1000      134.084     0.98        7.82           154.620     101.680     110.100   
262144     262144          2097152           1000      299.984     0.87        6.99           332.540     290.680     246.800   
524288     524288          4194304           1000      537.587     0.98        7.80           610.440     512.280     480.640   
1048576    1048576         8388608           1000      990.419     1.06        8.47           1186.940    975.160     1386.760  

