the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.087       0.01        0.09           0.260       0.040       0.080     
2          2               16                1000      0.077       0.03        0.21           0.240       0.040       0.080     
4          4               32                1000      0.078       0.05        0.41           0.240       0.040       0.240     
8          8               64                1000      0.083       0.10        0.77           0.240       0.040       0.100     
16         16              128               1000      0.075       0.21        1.70           0.220       0.040       0.100     
32         32              256               1000      0.098       0.33        2.60           0.120       0.040       0.060     
64         64              512               1000      0.108       0.59        4.74           0.140       0.060       0.120     
128        128             1024              1000      0.142       0.90        7.23           9.300       0.100       0.340     
256        256             2048              1000      0.162       1.58        12.65          0.420       0.120       0.580     
512        512             4096              1000      0.229       2.23        17.87          0.400       0.200       0.560     
1024       1024            8192              1000      0.408       2.51        20.07          0.580       0.380       1.020     
2048       2048            16384             1000      0.836       2.45        19.60          1.160       0.780       2.280     
4096       4096            32768             1000      1.686       2.43        19.44          9.560       1.640       4.660     
8192       8192            65536             1000      3.223       2.54        20.33          9.940       3.160       8.540     
16384      16384           131072            1000      6.411       2.56        20.44          68.100      6.240       23.160    
32768      32768           262144            1000      12.467      2.63        21.03          42.440      12.260      51.040    
65536      65536           524288            1000      26.808      2.44        19.56          94.540      24.320      105.660   
131072     131072          1048576           1000      185.336     0.71        5.66           218.320     163.100     183.640   
262144     262144          2097152           1000      400.567     0.65        5.24           439.200     391.720     408.940   
524288     524288          4194304           1000      820.474     0.64        5.11           935.460     810.020     812.220   
1048576    1048576         8388608           1000      1620.160    0.65        5.18           2111.280    1600.400    1606.900  

