the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.066       0.02        0.12           0.160       0.040       0.100     
2          2               16                1000      0.075       0.03        0.21           0.220       0.040       0.260     
4          4               32                1000      0.073       0.05        0.44           0.160       0.040       0.140     
8          8               64                1000      0.080       0.10        0.80           0.160       0.060       0.140     
16         16              128               1000      0.086       0.19        1.50           0.120       0.080       0.240     
32         32              256               1000      0.123       0.26        2.08           0.360       0.100       0.300     
64         64              512               1000      0.196       0.33        2.61           0.440       0.180       0.320     
128        128             1024              1000      0.354       0.36        2.90           0.560       0.340       0.380     
256        256             2048              1000      0.640       0.40        3.20           0.800       0.620       0.720     
512        512             4096              1000      1.221       0.42        3.36           1.400       1.200       1.240     
1024       1024            8192              1000      2.381       0.43        3.44           2.620       2.340       2.460     
2048       2048            16384             1000      4.698       0.44        3.49           17.920      4.660       4.840     
4096       4096            32768             1000      9.325       0.44        3.51           19.360      9.280       9.420     
8192       8192            65536             1000      18.553      0.44        3.53           25.000      18.500      32.400    
16384      16384           131072            1000      37.124      0.44        3.53           84.280      36.940      37.620    
32768      32768           262144            1000      74.185      0.44        3.53           163.600     73.800      83.360    
65536      65536           524288            1000      148.560     0.44        3.53           187.160     147.600     182.780   
131072     131072          1048576           1000      321.927     0.41        3.26           385.020     305.800     310.200   
262144     262144          2097152           1000      622.493     0.42        3.37           706.920     615.780     636.740   
524288     524288          4194304           1000      1242.222    0.42        3.38           1400.020    1232.920    1256.180  
1048576    1048576         8388608           1000      2483.278    0.42        3.38           2668.540    2467.460    2527.820  

