the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.093       0.01        0.09           0.122       0.090       0.265     
2          2               16                1000      0.106       0.02        0.15           0.144       0.104       0.356     
4          4               32                1000      0.126       0.03        0.25           0.165       0.123       0.193     
8          8               64                1000      0.173       0.05        0.37           0.359       0.167       0.265     
16         16              128               1000      0.238       0.07        0.54           0.486       0.235       0.390     
32         32              256               1000      0.401       0.08        0.64           0.737       0.394       0.619     
64         64              512               1000      0.741       0.09        0.69           0.809       0.711       1.108     
128        128             1024              1000      1.346       0.10        0.76           1.565       1.333       2.002     
256        256             2048              1000      2.659       0.10        0.77           3.204       2.639       3.877     
512        512             4096              1000      5.739       0.09        0.71           351.878     5.354       7.384     
1024       1024            8192              1000      12.627      0.08        0.65           1479.374    11.121      14.573    
2048       2048            16384             1000      24.351      0.08        0.67           456.629     23.799      28.358    
4096       4096            32768             1000      51.785      0.08        0.63           513.107     50.461      57.222    
8192       8192            65536             1000      107.443     0.08        0.61           444.887     105.924     111.870   
16384      16384           131072            1000      218.251     0.08        0.60           416.700     216.264     223.645   
32768      32768           262144            1000      438.712     0.07        0.60           502.499     436.176     442.821   
65536      65536           524288            1000      880.822     0.07        0.60           898.615     876.460     885.392   
131072     131072          1048576           1000      1760.638    0.07        0.60           1777.325    1753.195    1760.932  
262144     262144          2097152           1000      3527.207    0.07        0.59           3581.034    3513.738    3545.356  
524288     524288          4194304           1000      7059.671    0.07        0.59           7148.688    7033.744    7061.822  
1048576    1048576         8388608           1000      14327.545   0.07        0.59           14570.216   14281.633   14320.072 

