the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.090       0.01        0.04           0.200       0.040       0.100     
2          2               8                 1000      0.107       0.02        0.07           0.200       0.040       0.080     
4          4               16                1000      0.108       0.04        0.15           0.200       0.060       0.120     
8          8               32                1000      0.114       0.07        0.28           0.220       0.060       0.100     
16         16              64                1000      0.129       0.12        0.50           0.220       0.080       0.140     
32         32              128               1000      0.145       0.22        0.88           0.240       0.100       0.240     
64         64              256               1000      0.188       0.34        1.36           0.300       0.160       0.200     
128        128             512               1000      0.313       0.41        1.64           0.400       0.300       0.480     
256        256             1024              1000      0.569       0.45        1.80           0.660       0.560       0.700     
512        512             2048              1000      1.080       0.47        1.90           1.180       1.060       1.120     
1024       1024            4096              1000      2.117       0.48        1.93           2.200       2.100       2.240     
2048       2048            8192              1000      4.173       0.49        1.96           10.960      4.140       4.220     
4096       4096            16384             1000      8.274       0.50        1.98           14.520      8.240       8.620     
8192       8192            32768             1000      16.508      0.50        1.98           22.900      16.480      16.820    
16384      16384           65536             1000      33.771      0.49        1.94           670.740     32.840      33.260    
32768      32768           131072            1000      66.100      0.50        1.98           221.500     65.600      66.480    
65536      65536           262144            1000      131.732     0.50        1.99           177.180     131.160     150.960   
131072     131072          524288            1000      263.437     0.50        1.99           345.500     262.240     310.060   
262144     262144          1048576           1000      647.332     0.40        1.62           713.080     609.040     540.280   
524288     524288          2097152           1000      1079.309    0.49        1.94           1127.380    1071.100    1083.340  
1048576    1048576         4194304           1000      2195.006    0.48        1.91           2274.400    2169.160    2205.720  

