the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.113       0.01        0.04           0.260       0.040       0.120     
2          2               8                 1000      0.133       0.02        0.06           0.280       0.060       0.520     
4          4               16                1000      0.134       0.03        0.12           0.280       0.060       0.440     
8          8               32                1000      0.135       0.06        0.24           0.300       0.080       0.480     
16         16              64                1000      0.125       0.13        0.51           0.360       0.080       0.460     
32         32              128               1000      0.134       0.24        0.95           0.300       0.100       0.340     
64         64              256               1000      0.203       0.32        1.26           0.460       0.180       0.540     
128        128             512               1000      0.329       0.39        1.56           0.360       0.300       0.620     
256        256             1024              1000      0.586       0.44        1.75           0.740       0.560       0.800     
512        512             2048              1000      1.128       0.45        1.82           1.480       1.100       1.360     
1024       1024            4096              1000      2.142       0.48        1.91           2.380       2.120       2.340     
2048       2048            8192              1000      4.181       0.49        1.96           15.460      4.160       4.620     
4096       4096            16384             1000      8.365       0.49        1.96           88.200      8.260       8.520     
8192       8192            32768             1000      16.560      0.49        1.98           87.740      16.460      17.400    
16384      16384           65536             1000      33.042      0.50        1.98           101.900     32.840      33.380    
32768      32768           131072            1000      65.956      0.50        1.99           104.120     65.600      67.020    
65536      65536           262144            1000      131.743     0.50        1.99           174.880     131.140     153.420   
131072     131072          524288            1000      264.737     0.50        1.98           342.420     262.360     309.540   
262144     262144          1048576           1000      676.615     0.39        1.55           747.180     645.200     542.020   
524288     524288          2097152           1000      1078.560    0.49        1.94           1192.400    1071.300    1091.420  
1048576    1048576         4194304           1000      2169.242    0.48        1.93           2192.060    2151.160    2218.300  

