the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.115       0.05        0.21           0.240       0.040       0.080     
2          12              48                1000      0.121       0.10        0.40           0.260       0.040       0.220     
4          24              96                1000      0.135       0.18        0.71           0.480       0.060       0.100     
8          48              192               1000      0.140       0.34        1.37           0.260       0.080       0.180     
16         96              384               1000      0.143       0.67        2.68           0.280       0.100       0.280     
32         192             768               1000      0.139       1.38        5.54           0.260       0.120       0.160     
64         384             1536              1000      0.168       2.29        9.15           0.280       0.140       0.460     
128        768             3072              1000      0.247       3.11        12.43          0.360       0.220       0.460     
256        1536            6144              1000      0.367       4.18        16.73          0.480       0.340       0.400     
512        3072            12288             1000      0.620       4.95        19.81          1.060       0.600       1.120     
1024       6144            24576             1000      1.181       5.20        20.81          1.460       1.140       1.820     
2048       12288           49152             1000      2.262       5.43        21.73          2.660       2.220       3.000     
4096       24576           98304             1000      4.365       5.63        22.52          4.780       4.340       6.000     
8192       49152           196608            1000      8.657       5.68        22.71          15.820      8.580       14.500    
16384      98304           393216            1000      17.168      5.73        22.90          26.500      17.040      27.440    
32768      196608          786432            1000      34.614      5.68        22.72          54.900      33.940      57.440    
65536      393216          1572864           1000      106.525     3.69        14.77          135.680     81.900      97.920    
131072     786432          3145728           1000      165.662     4.75        18.99          213.980     160.280     155.600   
262144     1572864         6291456           1000      359.095     4.38        17.52          381.080     354.180     381.400   
524288     3145728         12582912          1000      742.025     4.24        16.96          823.340     735.100     738.720   
1048576    6291456         25165824          1000      1552.302    4.05        16.21          1771.920    1539.280    2803.300  

