the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.127       0.01        0.06           0.304       0.123       0.522     
2          2               16                1000      0.128       0.02        0.12           0.336       0.123       0.736     
4          4               32                1000      0.129       0.03        0.25           0.488       0.124       0.614     
8          8               64                1000      0.133       0.06        0.48           0.313       0.127       0.656     
16         16              128               1000      0.135       0.12        0.95           0.307       0.130       0.597     
32         32              256               1000      0.139       0.23        1.85           0.244       0.134       0.616     
64         64              512               1000      0.145       0.44        3.53           0.344       0.137       0.572     
128        128             1024              1000      0.148       0.86        6.91           0.329       0.143       0.999     
256        256             2048              1000      0.162       1.58        12.61          0.347       0.154       0.540     
512        512             4096              1000      0.205       2.50        19.98          0.954       0.186       0.952     
1024       1024            8192              1000      0.273       3.75        29.99          0.596       0.247       0.926     
2048       2048            16384             1000      0.410       5.00        39.98          0.933       0.381       1.104     
4096       4096            32768             1000      0.696       5.88        47.07          0.949       0.655       1.703     
8192       8192            65536             1000      1.258       6.51        52.10          3.094       1.184       3.752     
16384      16384           131072            1000      3.722       4.40        35.21          8.561       2.844       8.554     
32768      32768           262144            1000      10.740      3.05        24.41          11.546      10.088      10.535    
65536      65536           524288            1000      18.970      3.45        27.64          25.136      18.273      19.767    
131072     131072          1048576           1000      30.582      4.29        34.29          40.860      29.283      35.154    
262144     262144          2097152           1000      52.344      5.01        40.06          78.004      50.852      66.089    
524288     524288          4194304           1000      139.294     3.76        30.11          166.637     119.440     167.323   
1048576    1048576         8388608           1000      298.198     3.52        28.13          346.098     292.327     369.166   

