the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.135       0.01        0.12           0.541       0.133       0.427     
2          4               32                1000      0.132       0.03        0.24           0.322       0.131       0.354     
4          8               64                1000      0.136       0.06        0.47           0.354       0.135       0.302     
8          16              128               1000      0.139       0.12        0.92           0.575       0.135       0.339     
16         32              256               1000      0.136       0.23        1.88           0.348       0.135       0.312     
32         64              512               1000      0.139       0.46        3.67           0.362       0.137       0.399     
64         128             1024              1000      0.146       0.88        7.02           0.555       0.144       0.399     
128        256             2048              1000      0.159       1.61        12.91          0.403       0.156       0.519     
256        512             4096              1000      0.204       2.51        20.11          0.429       0.201       0.567     
512        1024            8192              1000      0.274       3.74        29.93          0.475       0.267       0.732     
1024       2048            16384             1000      0.410       4.99        39.94          8.394       0.399       0.949     
2048       4096            32768             1000      0.697       5.88        47.00          1.490       0.675       1.519     
4096       8192            65536             1000      1.609       5.09        40.73          6.497       1.412       2.876     
8192       16384           131072            1000      3.234       5.07        40.53          4.621       2.740       5.709     
16384      32768           262144            1000      10.002      3.28        26.21          17.744      7.732       10.532    
32768      65536           524288            1000      20.534      3.19        25.53          27.122      19.231      19.499    
65536      131072          1048576           1000      45.634      2.87        22.98          55.326      45.109      46.709    
131072     262144          2097152           1000      95.809      2.74        21.89          106.911     94.584      96.968    
262144     524288          4194304           1000      192.714     2.72        21.76          211.753     192.015     218.362   
524288     1048576         8388608           1000      441.609     2.37        19.00          484.651     435.179     484.779   
1048576    2097152         16777216          1000      587.963     3.57        28.53          606.149     574.567     583.282   

