the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.202       0.00        0.04           0.620       0.120       0.240     
2          2               16                1000      0.219       0.01        0.07           0.320       0.140       0.420     
4          4               32                1000      0.241       0.02        0.13           0.780       0.160       0.400     
8          8               64                1000      0.293       0.03        0.22           0.660       0.220       0.500     
16         16              128               1000      0.432       0.04        0.30           9.100       0.340       0.960     
32         32              256               1000      0.620       0.05        0.41           1.220       0.540       1.260     
64         64              512               1000      1.073       0.06        0.48           1.580       1.000       1.940     
128        128             1024              1000      2.029       0.06        0.50           3.220       1.980       3.360     
256        256             2048              1000      3.896       0.07        0.53           13.540      3.720       6.140     
512        512             4096              1000      8.592       0.06        0.48           92.520      8.120       11.860    
1024       1024            8192              1000      16.095      0.06        0.51           92.220      15.200      23.900    
2048       2048            16384             1000      38.907      0.05        0.42           152.140     37.540      46.540    
4096       4096            32768             1000      91.126      0.04        0.36           168.340     88.580      93.640    
8192       8192            65536             1000      185.450     0.04        0.35           223.940     177.260     183.540   
16384      16384           131072            1000      370.279     0.04        0.35           399.780     360.920     370.220   
32768      32768           262144            1000      737.092     0.04        0.36           780.160     719.940     733.180   
65536      65536           524288            1000      1478.063    0.04        0.35           1629.020    1442.860    1584.780  
131072     131072          1048576           1000      3134.906    0.04        0.33           3307.260    2923.780    2963.580  
262144     262144          2097152           1000      5967.830    0.04        0.35           6254.620    5829.040    5941.300  
524288     524288          4194304           1000      12339.094   0.04        0.34           12786.860   11920.040   12280.740 
1048576    1048576         8388608           1000      24310.772   0.04        0.35           25098.580   23879.980   24121.300 

