the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               12                1000      0.145       0.01        0.08           0.300       0.120       1.060     
2          4               24                1000      0.163       0.02        0.15           0.580       0.140       0.480     
4          8               48                1000      0.169       0.05        0.28           0.340       0.140       0.460     
8          16              96                1000      0.230       0.07        0.42           0.400       0.180       0.520     
16         32              192               1000      0.428       0.07        0.45           8.220       0.380       1.600     
32         64              384               1000      0.661       0.10        0.58           1.500       0.620       1.580     
64         128             768               1000      1.136       0.11        0.68           1.300       1.100       1.460     
128        256             1536              1000      2.095       0.12        0.73           8.900       2.060       2.460     
256        512             3072              1000      4.017       0.13        0.76           13.280      3.940       4.400     
512        1024            6144              1000      8.212       0.12        0.75           405.320     7.740       9.100     
1024       2048            12288             1000      15.622      0.13        0.79           21.760      15.540      16.820    
2048       4096            24576             1000      31.416      0.13        0.78           101.260     30.820      32.120    
4096       8192            49152             1000      62.229      0.13        0.79           164.140     61.400      63.660    
8192       16384           98304             1000      123.828     0.13        0.79           158.560     122.880     127.260   
16384      32768           196608            1000      244.695     0.13        0.80           265.380     243.640     273.780   
32768      65536           393216            1000      491.709     0.13        0.80           552.060     489.040     529.080   
65536      131072          786432            1000      1048.654    0.12        0.75           1089.580    983.580     982.660   
131072     262144          1572864           1000      1968.505    0.13        0.80           2003.180    1956.840    1975.400  
262144     524288          3145728           1000      3919.805    0.13        0.80           4052.220    3897.900    3921.340  
524288     1048576         6291456           1000      7838.193    0.13        0.80           8002.860    7803.480    7828.900  
1048576    2097152         12582912          1000      16679.698   0.13        0.75           16841.060   16601.520   16621.720 

