the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.113       0.01        0.07           0.280       0.040       0.880     
2          2               16                1000      0.125       0.02        0.13           0.280       0.040       0.840     
4          4               32                1000      0.138       0.03        0.23           0.600       0.040       1.080     
8          8               64                1000      0.155       0.05        0.41           0.660       0.060       1.020     
16         16              128               1000      0.171       0.09        0.75           0.780       0.120       1.300     
32         32              256               1000      0.211       0.15        1.21           0.700       0.100       1.480     
64         64              512               1000      0.208       0.31        2.46           0.740       0.120       1.800     
128        128             1024              1000      0.255       0.50        4.02           8.440       0.160       1.340     
256        256             2048              1000      0.332       0.77        6.17           0.800       0.260       1.320     
512        512             4096              1000      0.572       0.90        7.17           1.780       0.500       1.820     
1024       1024            8192              1000      1.105       0.93        7.42           2.100       1.040       3.160     
2048       2048            16384             1000      2.272       0.90        7.21           8.920       2.180       6.540     
4096       4096            32768             1000      4.359       0.94        7.52           13.020      4.200       13.600    
8192       8192            65536             1000      8.456       0.97        7.75           15.880      8.180       29.600    
16384      16384           131072            1000      16.817      0.97        7.79           33.520      16.320      48.180    
32768      32768           262144            1000      34.767      0.94        7.54           187.620     32.160      118.000   
65536      65536           524288            1000      162.638     0.40        3.22           202.500     154.300     165.540   
131072     131072          1048576           1000      464.867     0.28        2.26           519.440     455.600     470.200   
262144     262144          2097152           1000      1026.751    0.26        2.04           1152.040    1004.040    991.440   
524288     524288          4194304           1000      2309.262    0.23        1.82           2493.760    2252.200    2312.520  
1048576    1048576         8388608           1000      5456.199    0.19        1.54           5897.920    5404.500    5710.240  

