the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.119       0.01        0.07           0.308       0.112       1.254     
2          2               16                1000      0.126       0.02        0.13           0.299       0.118       0.272     
4          4               32                1000      0.120       0.03        0.27           0.144       0.115       0.289     
8          8               64                1000      0.119       0.07        0.54           0.329       0.114       0.232     
16         16              128               1000      0.124       0.13        1.04           0.157       0.120       0.297     
32         32              256               1000      0.134       0.24        1.91           0.515       0.128       1.330     
64         64              512               1000      0.168       0.38        3.05           0.409       0.160       0.428     
128        128             1024              1000      0.250       0.51        4.09           0.549       0.241       0.403     
256        256             2048              1000      0.421       0.61        4.87           0.680       0.404       0.679     
512        512             4096              1000      0.754       0.68        5.43           1.024       0.725       1.029     
1024       1024            8192              1000      1.438       0.71        5.70           1.705       1.404       1.756     
2048       2048            16384             1000      2.878       0.71        5.69           3.144       2.825       2.972     
4096       4096            32768             1000      5.664       0.72        5.78           6.100       5.587       6.085     
8192       8192            65536             1000      11.181      0.73        5.86           16.693      11.044      11.963    
16384      16384           131072            1000      22.397      0.73        5.85           31.688      22.106      22.724    
32768      32768           262144            1000      45.337      0.72        5.78           334.026     44.093      45.818    
65536      65536           524288            1000      88.970      0.74        5.89           162.690     87.947      90.276    
131072     131072          1048576           1000      177.387     0.74        5.91           227.781     175.951     201.762   
262144     262144          2097152           1000      393.909     0.67        5.32           467.000     361.699     416.287   
524288     524288          4194304           1000      874.626     0.60        4.80           902.304     841.281     893.587   
1048576    1048576         8388608           1000      1885.487    0.56        4.45           1905.248    1870.709    1890.896  

