the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.090       0.01        0.09           0.131       0.088       0.175     
2          2               16                1000      0.104       0.02        0.15           0.328       0.100       0.225     
4          4               32                1000      0.125       0.03        0.26           0.129       0.120       0.475     
8          8               64                1000      0.172       0.05        0.37           0.209       0.167       0.477     
16         16              128               1000      0.248       0.06        0.52           0.288       0.244       0.340     
32         32              256               1000      0.429       0.07        0.60           0.591       0.423       0.659     
64         64              512               1000      0.760       0.08        0.67           0.799       0.753       0.925     
128        128             1024              1000      1.424       0.09        0.72           1.698       1.415       1.575     
256        256             2048              1000      2.746       0.09        0.75           3.111       2.733       2.914     
512        512             4096              1000      5.427       0.09        0.75           12.892      5.386       5.593     
1024       1024            8192              1000      10.746      0.10        0.76           17.483      10.694      11.192    
2048       2048            16384             1000      23.033      0.09        0.71           1283.079    21.286      24.548    
4096       4096            32768             1000      42.782      0.10        0.77           212.139     42.523      42.918    
8192       8192            65536             1000      85.215      0.10        0.77           182.627     84.811      85.078    
16384      16384           131072            1000      170.594     0.10        0.77           241.937     169.882     175.103   
32768      32768           262144            1000      341.410     0.10        0.77           404.767     340.034     344.565   
65536      65536           524288            1000      681.509     0.10        0.77           754.427     679.142     700.773   
131072     131072          1048576           1000      1360.725    0.10        0.77           1383.261    1357.821    1386.728  
262144     262144          2097152           1000      2720.979    0.10        0.77           2746.458    2714.935    2770.079  
524288     524288          4194304           1000      5548.774    0.09        0.76           5707.798    5518.095    5567.799  
1048576    1048576         8388608           1000      11114.934   0.09        0.75           11191.903   11088.451   11139.558 

