the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.104       0.01        0.04           0.320       0.040       0.200     
2          2               8                 1000      0.120       0.02        0.07           0.680       0.060       0.300     
4          4               16                1000      0.127       0.03        0.13           7.100       0.060       0.340     
8          8               32                1000      0.121       0.07        0.26           0.660       0.060       0.340     
16         16              64                1000      0.124       0.13        0.52           0.340       0.080       0.160     
32         32              128               1000      0.122       0.26        1.05           0.340       0.100       0.440     
64         64              256               1000      0.185       0.35        1.39           0.480       0.160       0.480     
128        128             512               1000      0.321       0.40        1.60           0.680       0.300       0.640     
256        256             1024              1000      0.566       0.45        1.81           0.740       0.540       0.900     
512        512             2048              1000      1.113       0.46        1.84           1.300       1.080       1.460     
1024       1024            4096              1000      2.430       0.42        1.69           282.540     2.120       2.740     
2048       2048            8192              1000      4.168       0.49        1.97           11.620      4.140       4.800     
4096       4096            16384             1000      8.302       0.49        1.97           19.940      8.260       8.860     
8192       8192            32768             1000      16.634      0.49        1.97           152.760     16.460      17.100    
16384      16384           65536             1000      33.062      0.50        1.98           133.620     32.840      33.620    
32768      32768           131072            1000      66.103      0.50        1.98           146.840     65.600      66.820    
65536      65536           262144            1000      131.617     0.50        1.99           173.240     131.140     148.380   
131072     131072          524288            1000      264.796     0.49        1.98           364.840     262.220     339.760   
262144     262144          1048576           1000      754.362     0.35        1.39           898.540     635.600     542.460   
524288     524288          2097152           1000      1081.079    0.48        1.94           1099.620    1074.480    1079.300  
1048576    1048576         4194304           1000      2175.880    0.48        1.93           2359.760    2157.680    2186.480  

