the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.098       0.01        0.08           0.371       0.089       1.042     
2          2               16                1000      0.102       0.02        0.16           0.147       0.096       0.628     
4          4               32                1000      0.119       0.03        0.27           0.415       0.109       0.652     
8          8               64                1000      0.146       0.05        0.44           0.398       0.139       0.522     
16         16              128               1000      0.223       0.07        0.57           0.403       0.213       0.504     
32         32              256               1000      0.348       0.09        0.74           0.684       0.337       0.813     
64         64              512               1000      0.590       0.11        0.87           0.978       0.579       1.246     
128        128             1024              1000      1.087       0.12        0.94           1.565       1.066       1.539     
256        256             2048              1000      2.062       0.12        0.99           2.557       2.040       2.259     
512        512             4096              1000      4.124       0.12        0.99           27.492      3.997       4.669     
1024       1024            8192              1000      7.979       0.13        1.03           8.363       7.891       8.550     
2048       2048            16384             1000      15.811      0.13        1.04           25.104      15.733      16.368    
4096       4096            32768             1000      31.834      0.13        1.03           41.262      31.671      32.743    
8192       8192            65536             1000      66.945      0.12        0.98           3502.010    63.235      63.973    
16384      16384           131072            1000      127.060     0.13        1.03           260.292     126.144     127.522   
32768      32768           262144            1000      253.868     0.13        1.03           274.165     252.032     254.941   
65536      65536           524288            1000      507.435     0.13        1.03           574.483     503.818     506.494   
131072     131072          1048576           1000      1013.747    0.13        1.03           1124.265    1006.843    1008.122  
262144     262144          2097152           1000      2047.023    0.13        1.02           2191.670    2022.089    2026.795  
524288     524288          4194304           1000      4104.638    0.13        1.02           4643.585    4034.449    4033.879  
1048576    1048576         8388608           1000      8144.384    0.13        1.03           9234.485    8060.956    8308.038  

