the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.074       0.01        0.16           0.089       0.074       0.220     
2          2               24                1000      0.075       0.03        0.32           0.301       0.075       0.178     
4          4               48                1000      0.078       0.05        0.62           0.309       0.077       0.229     
8          8               96                1000      0.082       0.10        1.17           0.311       0.081       0.115     
16         16              192               1000      0.090       0.18        2.14           0.313       0.088       0.156     
32         32              384               1000      0.102       0.31        3.75           0.326       0.101       0.138     
64         64              768               1000      0.131       0.49        5.88           0.515       0.126       0.172     
128        128             1536              1000      0.182       0.70        8.44           0.413       0.177       0.230     
256        256             3072              1000      0.284       0.90        10.84          0.515       0.279       0.334     
512        512             6144              1000      0.502       1.02        12.24          0.892       0.483       0.522     
1024       1024            12288             1000      0.894       1.15        13.74          1.146       0.890       0.942     
2048       2048            24576             1000      1.720       1.19        14.29          1.949       1.706       2.083     
4096       4096            49152             1000      3.387       1.21        14.51          9.221       3.352       3.658     
8192       8192            98304             1000      6.889       1.19        14.27          12.257      6.666       7.881     
16384      16384           196608            1000      13.300      1.23        14.78          19.368      13.175      13.762    
32768      32768           393216            1000      30.577      1.07        12.86          35.891      30.169      33.549    
65536      65536           786432            1000      62.000      1.06        12.68          72.045      61.369      65.549    
131072     131072          1572864           1000      131.374     1.00        11.97          141.189     129.837     148.262   
262144     262144          3145728           1000      280.705     0.93        11.21          313.081     249.815     298.409   
524288     524288          6291456           1000      731.749     0.72        8.60           745.287     712.275     741.602   
1048576    1048576         12582912          1000      1464.638    0.72        8.59           1484.773    1446.926    1473.726  

