the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.111       0.01        0.11           0.260       0.080       0.080     
2          2               24                1000      0.125       0.02        0.19           0.440       0.060       0.160     
4          4               48                1000      0.130       0.03        0.37           0.460       0.060       0.260     
8          8               96                1000      0.122       0.07        0.78           0.260       0.060       0.280     
16         16              192               1000      0.124       0.13        1.55           0.260       0.060       0.380     
32         32              384               1000      0.124       0.26        3.10           0.280       0.080       0.240     
64         64              768               1000      0.147       0.44        5.23           0.280       0.080       0.260     
128        128             1536              1000      0.173       0.74        8.89           0.300       0.120       0.360     
256        256             3072              1000      0.220       1.16        13.97          0.580       0.180       0.840     
512        512             6144              1000      0.357       1.43        17.20          0.520       0.320       0.800     
1024       1024            12288             1000      0.609       1.68        20.19          0.860       0.540       1.640     
2048       2048            24576             1000      1.361       1.50        18.05          2.220       1.260       4.200     
4096       4096            49152             1000      2.586       1.58        19.01          8.940       2.480       7.920     
8192       8192            98304             1000      5.046       1.62        19.48          11.860      4.920       14.660    
16384      16384           196608            1000      9.273       1.77        21.20          16.400      9.060       30.500    
32768      32768           393216            1000      21.319      1.54        18.44          52.220      20.040      76.120    
65536      65536           786432            1000      64.177      1.02        12.25          128.620     54.940      126.620   
131072     131072          1572864           1000      251.988     0.52        6.24           304.920     242.380     247.700   
262144     262144          3145728           1000      522.524     0.50        6.02           593.720     507.040     492.700   
524288     524288          6291456           1000      885.385     0.59        7.11           1027.460    871.880     890.620   
1048576    1048576         12582912          1000      1776.315    0.59        7.08           2073.680    1755.140    1769.480  

