the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.087       0.02        0.18           0.236       0.085       0.781     
2          4               32                1000      0.092       0.04        0.35           0.124       0.081       0.358     
4          8               64                1000      0.085       0.09        0.75           0.234       0.084       0.269     
8          16              128               1000      0.090       0.18        1.43           0.128       0.082       0.248     
16         32              256               1000      0.096       0.33        2.67           0.134       0.085       0.326     
32         64              512               1000      0.109       0.59        4.68           0.171       0.100       0.293     
64         128             1024              1000      0.137       0.94        7.50           0.173       0.133       0.367     
128        256             2048              1000      0.190       1.34        10.76          0.431       0.182       0.314     
256        512             4096              1000      0.297       1.72        13.78          0.327       0.286       0.599     
512        1024            8192              1000      0.505       2.03        16.22          1.015       0.495       0.563     
1024       2048            16384             1000      0.927       2.21        17.67          1.070       0.913       1.045     
2048       4096            32768             1000      1.769       2.32        18.52          1.811       1.735       1.850     
4096       8192            65536             1000      3.457       2.37        18.96          3.499       3.429       3.566     
8192       16384           131072            1000      6.875       2.38        19.06          6.953       6.834       7.162     
16384      32768           262144            1000      13.756      2.38        19.06          165.010     13.517      13.667    
32768      65536           524288            1000      26.987      2.43        19.43          35.589      26.897      27.573    
65536      131072          1048576           1000      53.933      2.43        19.44          163.249     53.595      54.444    
131072     262144          2097152           1000      107.983     2.43        19.42          122.933     107.739     125.718   
262144     524288          4194304           1000      215.814     2.43        19.43          235.393     214.122     215.917   
524288     1048576         8388608           1000      431.439     2.43        19.44          445.601     430.240     431.130   
1048576    2097152         16777216          1000      862.129     2.43        19.46          877.003     860.453     880.046   

