the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                10        0.077       0.08        0.31           0.101       0.073       0.241     
2          12              48                10        0.083       0.15        0.58           0.097       0.077       0.255     
4          24              96                10        0.114       0.21        0.84           0.182       0.095       0.193     
8          48              192               10        0.180       0.27        1.07           0.261       0.163       0.492     
16         96              384               10        0.353       0.27        1.09           0.592       0.252       0.913     
32         192             768               10        0.970       0.20        0.79           1.568       0.713       2.514     
64         384             1536              10        3.871       0.10        0.40           5.760       3.219       7.933     
128        768             3072              10        14.945      0.05        0.21           19.413      13.251      24.104    
256        1536            6144              10        58.942      0.03        0.10           68.262      55.018      75.172    
512        3072            12288             10        228.885     0.01        0.05           248.312     223.866     252.025   
1024       6144            24576             10        890.346     0.01        0.03           896.344     885.857     899.453   
2048       12288           49152             10        3326.370    0.00        0.01           3338.260    3315.347    3329.349  
4096       24576           98304             10        13097.428   0.00        0.01           13231.579   13007.440   13069.439 
8192       49152           196608            10        58840.949   0.00        0.00           59658.403   58390.217   58693.877 
16384      98304           393216            10        302330.775  0.00        0.00           304832.833  300830.492  301708.885

