the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               20                1000      0.055       0.04        0.36           0.060       0.040       0.100     
2          4               40                1000      0.054       0.07        0.74           0.060       0.040       0.300     
4          8               80                1000      0.056       0.14        1.43           0.080       0.040       0.280     
8          16              160               1000      0.059       0.27        2.73           0.080       0.040       0.200     
16         32              320               1000      0.069       0.47        4.67           0.080       0.060       0.200     
32         64              640               1000      0.084       0.76        7.61           0.120       0.080       0.340     
64         128             1280              1000      0.118       1.09        10.89          0.140       0.100       0.340     
128        256             2560              1000      0.184       1.39        13.91          0.220       0.180       0.340     
256        512             5120              1000      0.306       1.68        16.76          0.320       0.300       1.120     
512        1024            10240             1000      0.572       1.79        17.92          0.600       0.560       1.980     
1024       2048            20480             1000      1.095       1.87        18.70          11.740      1.040       8.240     
2048       4096            40960             1000      2.084       1.97        19.66          2.100       2.080       7.320     
4096       8192            81920             1000      4.796       1.71        17.08          14.680      4.740       18.540    
8192       16384           163840            1000      9.419       1.74        17.39          18.440      9.080       41.160    
16384      32768           327680            1000      18.671      1.76        17.55          46.960      18.240      81.860    
32768      65536           655360            1000      36.120      1.81        18.14          94.960      35.200      172.060   
65536      131072          1310720           1000      77.768      1.69        16.85          199.860     73.220      356.440   
131072     262144          2621440           1000      324.117     0.81        8.09           564.660     220.200     705.740   
262144     524288          5242880           1000      995.351     0.53        5.27           1314.000    977.420     1228.960  
524288     1048576         10485760          1000      2476.846    0.42        4.23           2500.120    2464.700    2548.920  
1048576    2097152         20971520          1000      4202.333    0.50        4.99           4299.820    4187.060    4209.480  

