the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.080       0.07        0.10           0.340       0.040       0.120     
2          12              16                1000      0.105       0.11        0.15           0.260       0.040       0.460     
3          18              24                1000      0.101       0.18        0.24           0.640       0.040       0.060     
4          24              32                1000      0.107       0.22        0.30           0.260       0.040       0.200     
5          30              40                1000      0.109       0.27        0.37           6.740       0.040       0.300     
6          36              48                1000      0.107       0.34        0.45           0.600       0.040       0.160     
7          42              56                1000      0.105       0.40        0.53           0.280       0.040       0.080     
8          48              64                1000      0.094       0.51        0.68           0.240       0.040       0.060     
16         96              128               1000      0.098       0.98        1.31           0.160       0.040       0.240     
32         192             256               1000      0.100       1.93        2.57           0.240       0.060       0.180     
64         384             512               1000      0.117       3.28        4.37           0.300       0.080       0.200     
128        768             1024              1000      0.140       5.49        7.32           0.340       0.100       0.220     
256        1536            2048              1000      0.511       3.01        4.01           0.680       0.200       0.380     
512        3072            4096              1000      0.401       7.66        10.21          10.960      0.300       0.560     
1024       6144            8192              1000      0.921       6.67        8.90           1.380       0.600       2.160     
2048       12288           16384             1000      1.444       8.51        11.35          1.860       1.020       2.020     
4096       24576           32768             1000      2.500       9.83        13.11          3.140       1.940       3.600     
8192       49152           65536             1000      4.269       11.51       15.35          14.860      3.660       7.600     
16384      98304           131072            1000      8.063       12.19       16.26          11.460      7.560       15.700    
32768      196608          262144            1000      15.378      12.78       17.05          24.540      14.740      29.000    
65536      393216          524288            1000      30.104      13.06       17.42          79.240      28.660      82.360    
131072     786432          1048576           1000      97.622      8.06        10.74          189.780     87.600      172.880   
262144     1572864         2097152           1000      280.079     5.62        7.49           304.460     272.620     259.160   
524288     3145728         4194304           1000      554.553     5.67        7.56           811.820     544.220     525.040   
1048576    6291456         8388608           1000      1072.126    5.87        7.82           1506.540    1057.040    1057.560  

