the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.074       0.01        0.11           0.194       0.073       0.375     
2          2               16                1000      0.074       0.03        0.22           0.297       0.073       0.272     
4          4               32                1000      0.075       0.05        0.43           0.347       0.074       0.096     
8          8               64                1000      0.077       0.10        0.83           0.283       0.075       0.276     
16         16              128               1000      0.079       0.20        1.62           0.303       0.077       0.099     
32         32              256               1000      0.082       0.39        3.13           0.310       0.079       0.300     
64         64              512               1000      0.086       0.75        5.96           0.372       0.083       0.284     
128        128             1024              1000      0.092       1.39        11.09          0.299       0.090       0.105     
256        256             2048              1000      0.109       2.35        18.76          0.369       0.105       0.278     
512        512             4096              1000      0.143       3.58        28.62          0.496       0.136       0.360     
1024       1024            8192              1000      0.211       4.86        38.85          0.599       0.203       0.436     
2048       2048            16384             1000      0.338       6.05        48.42          0.700       0.333       0.654     
4096       4096            32768             1000      0.695       5.90        47.18          1.180       0.602       1.243     
8192       8192            65536             1000      1.453       5.64        45.11          2.291       1.145       3.219     
16384      16384           131072            1000      3.477       4.71        37.70          4.677       2.878       6.932     
32768      32768           262144            1000      10.963      2.99        23.91          16.691      10.135      15.005    
65536      65536           524288            1000      29.900      2.19        17.53          36.486      28.034      35.086    
131072     131072          1048576           1000      69.867      1.88        15.01          77.919      67.652      72.752    
262144     262144          2097152           1000      152.143     1.72        13.78          167.271     148.504     156.753   
524288     524288          4194304           1000      318.548     1.65        13.17          334.904     312.895     335.721   
1048576    1048576         8388608           1000      685.118     1.53        12.24          702.285     661.053     681.672   

