the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.491       0.00        0.02           0.640       0.440       0.540     
2          2               24                1000      0.501       0.00        0.05           8.600       0.460       0.880     
4          4               48                1000      0.496       0.01        0.10           0.800       0.460       1.220     
8          8               96                1000      0.498       0.02        0.19           0.780       0.440       0.920     
16         16              192               1000      0.519       0.03        0.37           0.740       0.500       0.920     
32         32              384               1000      0.549       0.06        0.70           0.860       0.500       0.880     
64         64              768               1000      0.615       0.10        1.25           6.440       0.560       1.060     
128        128             1536              1000      0.716       0.18        2.15           0.880       0.660       1.000     
256        256             3072              1000      0.928       0.28        3.31           1.240       0.900       1.720     
512        512             6144              1000      1.378       0.37        4.46           1.760       1.340       1.920     
1024       1024            12288             1000      2.264       0.45        5.43           9.840       2.220       3.260     
2048       2048            24576             1000      4.000       0.51        6.14           11.480      3.920       4.960     
4096       4096            49152             1000      7.442       0.55        6.60           15.500      7.360       9.440     
8192       8192            98304             1000      14.465      0.57        6.80           23.040      14.300      19.380    
16384      16384           196608            1000      28.145      0.58        6.99           36.520      28.000      41.300    
32768      32768           393216            1000      55.702      0.59        7.06           82.480      55.160      88.380    
65536      65536           786432            1000      147.482     0.44        5.33           173.240     141.400     148.900   
131072     131072          1572864           1000      347.065     0.38        4.53           369.140     337.320     338.440   
262144     262144          3145728           1000      602.690     0.43        5.22           805.400     584.040     570.040   
524288     524288          6291456           1000      1113.442    0.47        5.65           1247.480    1099.540    1130.040  
1048576    1048576         12582912          1000      1916.466    0.55        6.57           2067.020    1902.620    1908.600  

