the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.223       0.01        0.04           0.491       0.214       0.549     
2          4               16                1000      0.223       0.02        0.07           0.341       0.213       0.424     
4          8               32                1000      0.226       0.04        0.14           0.456       0.218       0.784     
8          16              64                1000      0.228       0.07        0.28           0.445       0.221       0.595     
16         32              128               1000      0.237       0.14        0.54           0.494       0.229       0.484     
32         64              256               1000      0.266       0.24        0.96           0.514       0.244       0.513     
64         128             512               1000      0.311       0.41        1.64           0.551       0.287       0.391     
128        256             1024              1000      0.353       0.73        2.90           0.635       0.331       0.595     
256        512             2048              1000      0.468       1.09        4.38           0.720       0.447       0.988     
512        1024            4096              1000      0.721       1.42        5.68           0.999       0.688       1.022     
1024       2048            8192              1000      1.225       1.67        6.69           1.508       1.154       2.166     
2048       4096            16384             1000      2.244       1.83        7.30           2.747       2.116       2.741     
4096       8192            32768             1000      4.147       1.98        7.90           5.109       3.987       5.858     
8192       16384           65536             1000      10.387      1.58        6.31           13.911      8.901       13.696    
16384      32768           131072            1000      26.024      1.26        5.04           34.548      22.586      26.511    
32768      65536           262144            1000      46.373      1.41        5.65           57.096      44.141      53.916    
65536      131072          524288            1000      93.526      1.40        5.61           110.438     91.906      96.462    
131072     262144          1048576           1000      187.810     1.40        5.58           205.130     186.275     188.552   
262144     524288          2097152           1000      373.767     1.40        5.61           390.289     372.293     381.546   
524288     1048576         4194304           1000      746.718     1.40        5.62           765.924     744.683     790.593   
1048576    2097152         8388608           1000      1028.059    2.04        8.16           1054.147    1021.977    1052.024  

