the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.165       0.01        0.02           0.360       0.060       1.980     
2          2               8                 1000      0.168       0.01        0.05           0.360       0.060       1.260     
4          4               16                1000      0.180       0.02        0.09           0.420       0.060       0.700     
8          8               32                1000      0.182       0.04        0.18           0.380       0.060       0.700     
16         16              64                1000      0.190       0.08        0.34           0.360       0.100       1.420     
32         32              128               1000      0.182       0.18        0.70           0.660       0.100       0.900     
64         64              256               1000      0.166       0.39        1.54           0.560       0.080       1.180     
128        128             512               1000      0.158       0.81        3.24           0.320       0.140       1.060     
256        256             1024              1000      0.178       1.44        5.77           3.020       0.160       0.820     
512        512             2048              1000      0.234       2.19        8.75           0.840       0.220       1.480     
1024       1024            4096              1000      0.348       2.94        11.78          0.680       0.340       1.980     
2048       2048            8192              1000      0.657       3.12        12.48          6.360       0.600       4.240     
4096       4096            16384             1000      1.230       3.33        13.32          2.180       1.180       7.780     
8192       8192            32768             1000      2.708       3.03        12.10          9.020       2.640       16.960    
16384      16384           65536             1000      5.338       3.07        12.28          8.880       5.260       41.360    
32768      32768           131072            1000      11.831      2.77        11.08          278.380     10.520      66.360    
65536      65536           262144            1000      21.872      3.00        11.99          143.900     21.060      120.720   
131072     131072          524288            1000      44.098      2.97        11.89          198.580     42.300      257.340   
262144     262144          1048576           1000      310.434     0.84        3.38           532.120     279.740     477.140   
524288     524288          2097152           1000      981.159     0.53        2.14           1256.360    966.540     983.080   
1048576    1048576         4194304           1000      1958.356    0.54        2.14           2231.260    1942.280    1952.080  

