the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.208       0.00        0.04           0.660       0.100       0.320     
2          2               16                1000      0.228       0.01        0.07           0.860       0.120       0.420     
4          4               32                1000      0.276       0.01        0.12           0.460       0.180       0.440     
8          8               64                1000      0.371       0.02        0.17           0.620       0.280       0.720     
16         16              128               1000      0.541       0.03        0.24           0.780       0.460       0.960     
32         32              256               1000      0.866       0.04        0.30           1.020       0.780       0.920     
64         64              512               1000      1.593       0.04        0.32           34.220      1.460       1.880     
128        128             1024              1000      2.947       0.04        0.35           11.120      2.860       3.100     
256        256             2048              1000      5.755       0.04        0.36           49.780      5.620       5.900     
512        512             4096              1000      11.400      0.04        0.36           185.440     11.120      11.220    
1024       1024            8192              1000      22.212      0.05        0.37           49.420      22.020      22.300    
2048       2048            16384             1000      44.460      0.05        0.37           149.880     44.040      46.480    
4096       4096            32768             1000      88.767      0.05        0.37           206.080     87.880      100.040   
8192       8192            65536             1000      179.411     0.05        0.37           209.820     178.780     191.560   
16384      16384           131072            1000      358.803     0.05        0.37           393.680     357.500     374.600   
32768      32768           262144            1000      716.628     0.05        0.37           759.640     714.800     720.840   
65536      65536           524288            1000      1435.236    0.05        0.37           1572.360    1429.520    1542.760  
131072     131072          1048576           1000      3026.513    0.04        0.35           3105.200    2867.520    3062.940  
262144     262144          2097152           1000      5752.712    0.05        0.36           5869.760    5737.340    6175.720  
524288     524288          4194304           1000      11743.943   0.04        0.36           11887.320   11713.120   11752.720 
1048576    1048576         8388608           1000      23506.965   0.04        0.36           23867.520   23443.200   23552.460 

