the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.151       0.01        0.03           0.189       0.145       0.414     
2          2               8                 1000      0.152       0.01        0.05           0.200       0.147       0.279     
4          4               16                1000      0.156       0.03        0.10           0.195       0.152       0.256     
8          8               32                1000      0.161       0.05        0.20           0.212       0.156       0.233     
16         16              64                1000      0.172       0.09        0.37           0.193       0.167       0.216     
32         32              128               1000      0.199       0.16        0.64           0.433       0.193       0.297     
64         64              256               1000      0.244       0.26        1.05           0.570       0.242       0.344     
128        128             512               1000      0.332       0.39        1.54           0.388       0.328       0.442     
256        256             1024              1000      0.528       0.49        1.94           0.759       0.521       0.625     
512        512             2048              1000      0.887       0.58        2.31           1.166       0.881       0.964     
1024       1024            4096              1000      1.609       0.64        2.55           1.875       1.606       1.710     
2048       2048            8192              1000      2.997       0.68        2.73           3.274       2.987       3.113     
4096       4096            16384             1000      5.786       0.71        2.83           6.061       5.777       5.874     
8192       8192            32768             1000      11.392      0.72        2.88           17.897      11.375      11.522    
16384      16384           65536             1000      22.583      0.73        2.90           28.994      22.552      22.678    
32768      32768           131072            1000      45.000      0.73        2.91           52.079      44.919      45.059    
65536      65536           262144            1000      89.818      0.73        2.92           98.696      89.586      89.919    
131072     131072          524288            1000      179.194     0.73        2.93           186.277     178.984     179.199   
262144     262144          1048576           1000      358.098     0.73        2.93           364.330     357.815     358.152   
524288     524288          2097152           1000      715.720     0.73        2.93           723.674     715.300     715.889   
1048576    1048576         4194304           1000      1431.371    0.73        2.93           1445.633    1430.276    1431.128  

