the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.115       0.02        0.07           0.316       0.111       0.574     
2          4               16                1000      0.115       0.03        0.14           0.507       0.110       0.368     
4          8               32                1000      0.116       0.07        0.28           0.315       0.111       0.133     
8          16              64                1000      0.115       0.14        0.56           0.349       0.110       0.198     
16         32              128               1000      0.116       0.28        1.11           0.327       0.111       0.153     
32         64              256               1000      0.118       0.54        2.17           0.312       0.113       0.173     
64         128             512               1000      0.123       1.04        4.16           0.352       0.116       0.450     
128        256             1024              1000      0.130       1.96        7.85           0.527       0.123       0.178     
256        512             2048              1000      0.145       3.53        14.12          0.552       0.137       0.305     
512        1024            4096              1000      0.192       5.33        21.33          0.604       0.175       0.248     
1024       2048            8192              1000      0.282       7.27        29.08          0.486       0.264       0.510     
2048       4096            16384             1000      0.435       9.42        37.69          0.984       0.406       0.859     
4096       8192            32768             1000      0.803       10.20       40.81          1.599       0.773       1.566     
8192       16384           65536             1000      1.926       8.51        34.03          2.905       1.544       4.150     
16384      32768           131072            1000      4.698       6.98        27.90          11.550      3.759       9.341     
32768      65536           262144            1000      15.870      4.13        16.52          22.831      10.399      23.921    
65536      131072          524288            1000      41.219      3.18        12.72          50.656      38.457      45.940    
131072     262144          1048576           1000      88.518      2.96        11.85          100.075     86.413      93.445    
262144     524288          2097152           1000      180.764     2.90        11.60          192.375     179.173     187.411   
524288     1048576         4194304           1000      368.212     2.85        11.39          380.720     366.268     381.046   
1048576    2097152         8388608           1000      759.667     2.76        11.04          788.662     751.963     781.592   

