the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.064       0.11        0.25           0.080       0.060       0.080     
2          14              32                1000      0.068       0.21        0.47           0.080       0.060       0.080     
4          28              64                1000      0.071       0.39        0.90           0.080       0.060       0.140     
8          56              128               1000      0.076       0.74        1.69           0.100       0.060       0.120     
16         112             256               1000      0.084       1.33        3.04           0.100       0.080       0.180     
32         224             512               1000      0.104       2.15        4.92           0.120       0.100       0.200     
64         448             1024              1000      0.141       3.19        7.28           0.160       0.140       0.280     
128        896             2048              1000      0.214       4.19        9.57           0.240       0.200       0.520     
256        1792            4096              1000      0.358       5.01        11.44          0.420       0.340       0.960     
512        3584            8192              1000      0.663       5.40        12.35          0.680       0.640       1.040     
1024       7168            16384             1000      1.315       5.45        12.46          17.200      1.280       2.640     
2048       14336           32768             1000      2.559       5.60        12.81          13.500      2.520       7.000     
4096       28672           65536             1000      4.831       5.94        13.57          24.600      4.740       11.320    
8192       57344           131072            1000      9.752       5.88        13.44          25.220      9.420       23.040    
16384      114688          262144            1000      19.093      6.01        13.73          32.020      18.780      49.600    
32768      229376          524288            1000      38.115      6.02        13.76          101.880     37.220      135.660   
65536      458752          1048576           1000      95.212      4.82        11.01          317.720     92.000      254.260   
131072     917504          2097152           1000      282.346     3.25        7.43           456.580     267.000     320.940   
262144     1835008         4194304           1000      567.547     3.23        7.39           741.800     556.440     650.100   
524288     3670016         8388608           1000      1515.035    2.42        5.54           1572.280    1500.520    1542.200  
1048576    7340032         16777216          1000      3083.590    2.38        5.44           3126.740    3062.840    3108.240  

