the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.361       0.00        0.04           0.580       0.280       3.240     
2          2               32                1000      0.351       0.01        0.09           0.780       0.300       1.160     
4          4               64                1000      0.371       0.01        0.17           0.740       0.320       1.500     
8          8               128               1000      0.337       0.02        0.38           0.940       0.300       1.920     
16         16              256               1000      0.332       0.05        0.77           0.980       0.300       1.760     
32         32              512               1000      0.361       0.09        1.42           0.720       0.320       1.360     
64         64              1024              1000      0.421       0.15        2.43           0.820       0.340       1.760     
128        128             2048              1000      0.466       0.27        4.40           0.980       0.400       1.520     
256        256             4096              1000      0.616       0.42        6.65           1.100       0.540       1.780     
512        512             8192              1000      1.341       0.38        6.11           1.940       1.080       3.620     
1024       1024            16384             1000      2.314       0.44        7.08           3.100       2.000       7.080     
2048       2048            32768             1000      4.023       0.51        8.14           5.780       3.780       14.860    
4096       4096            65536             1000      7.607       0.54        8.62           14.140      7.340       31.060    
8192       8192            131072            1000      14.824      0.55        8.84           45.260      14.160      54.400    
16384      16384           262144            1000      30.002      0.55        8.74           88.520      28.360      99.420    
32768      32768           524288            1000      236.066     0.14        2.22           283.260     213.460     235.740   
65536      65536           1048576           1000      549.203     0.12        1.91           572.920     512.700     517.600   
131072     131072          2097152           1000      1180.010    0.11        1.78           1268.240    1161.660    1153.860  
262144     262144          4194304           1000      2531.814    0.10        1.66           2581.740    2503.920    2517.660  
524288     524288          8388608           1000      5483.683    0.10        1.53           5685.020    5444.420    5467.520  
1048576    1048576         16777216          1000      10324.522   0.10        1.62           11418.720   8371.300    11096.080 

