the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.074       0.03        0.22           0.086       0.072       0.129     
2          4               32                1000      0.075       0.05        0.43           0.122       0.074       0.108     
4          8               64                1000      0.076       0.10        0.84           0.134       0.076       0.110     
8          16              128               1000      0.080       0.20        1.59           0.129       0.079       0.114     
16         32              256               1000      0.088       0.36        2.90           0.137       0.087       0.115     
32         64              512               1000      0.105       0.61        4.90           0.133       0.103       0.134     
64         128             1024              1000      0.136       0.94        7.54           0.152       0.134       0.182     
128        256             2048              1000      0.199       1.28        10.27          0.248       0.197       0.319     
256        512             4096              1000      0.330       1.55        12.43          4.767       0.321       0.462     
512        1024            8192              1000      0.577       1.77        14.20          0.749       0.570       0.691     
1024       2048            16384             1000      1.080       1.90        15.17          1.133       1.068       1.136     
2048       4096            32768             1000      2.093       1.96        15.65          2.178       2.079       2.196     
4096       8192            65536             1000      4.133       1.98        15.86          11.820      4.091       4.190     
8192       16384           131072            1000      8.192       2.00        16.00          8.345       8.102       8.358     
16384      32768           262144            1000      16.214      2.02        16.17          19.907      16.052      16.494    
32768      65536           524288            1000      32.407      2.02        16.18          36.933      32.105      32.945    
65536      131072          1048576           1000      65.092      2.01        16.11          70.542      64.647      65.707    
131072     262144          2097152           1000      128.438     2.04        16.33          132.372     127.500     129.127   
262144     524288          4194304           1000      256.913     2.04        16.33          267.005     255.993     257.560   
524288     1048576         8388608           1000      518.306     2.02        16.18          533.540     514.352     518.070   
1048576    2097152         16777216          1000      1044.979    2.01        16.06          1054.355    1030.377    1044.783  

