the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.122       0.02        0.03           0.249       0.118       0.642     
2          4               8                 1000      0.121       0.03        0.07           0.174       0.118       0.530     
4          8               16                1000      0.118       0.07        0.14           0.215       0.115       0.397     
8          16              32                1000      0.118       0.14        0.27           0.168       0.114       0.430     
16         32              64                1000      0.120       0.27        0.54           0.191       0.115       0.563     
32         64              128               1000      0.120       0.53        1.07           0.224       0.115       0.552     
64         128             256               1000      0.123       1.04        2.08           0.418       0.119       0.565     
128        256             512               1000      0.129       1.98        3.96           0.408       0.126       0.607     
256        512             1024              1000      0.157       3.25        6.50           0.411       0.133       0.544     
512        1024            2048              1000      0.174       5.89        11.78          0.234       0.167       0.530     
1024       2048            4096              1000      0.228       8.97        17.94          0.340       0.223       0.474     
2048       4096            8192              1000      0.345       11.86       23.71          0.426       0.338       0.700     
4096       8192            16384             1000      0.619       13.23       26.47          6.877       0.579       0.905     
8192       16384           32768             1000      1.063       15.41       30.83          1.166       1.053       1.416     
16384      32768           65536             1000      2.030       16.14       32.28          2.290       1.990       2.507     
32768      65536           131072            1000      3.903       16.79       33.58          4.224       3.885       5.042     
65536      131072          262144            1000      7.676       17.08       34.15          8.076       7.618       9.510     
131072     262144          524288            1000      15.195      17.25       34.50          21.301      15.077      18.804    
262144     524288          1048576           1000      30.808      17.02       34.04          38.715      30.457      40.582    
524288     1048576         2097152           1000      62.793      16.70       33.40          75.970      61.065      84.886    
1048576    2097152         4194304           1000      133.398     15.72       31.44          170.000     128.904     180.585   

