the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.094       0.07        0.17           0.260       0.040       0.260     
2          14              32                1000      0.086       0.16        0.37           0.340       0.040       0.500     
4          28              64                1000      0.120       0.23        0.53           0.260       0.060       0.600     
8          56              128               1000      0.144       0.39        0.89           0.560       0.080       0.640     
16         112             256               1000      0.095       1.18        2.69           0.440       0.080       0.260     
32         224             512               1000      0.121       1.84        4.22           8.360       0.100       0.500     
64         448             1024              1000      0.154       2.90        6.64           0.280       0.120       0.620     
128        896             2048              1000      0.229       3.92        8.96           0.720       0.200       0.820     
256        1792            4096              1000      0.624       2.87        6.56           220.020     0.360       1.040     
512        3584            8192              1000      0.780       4.59        10.50          9.260       0.680       2.120     
1024       7168            16384             1000      1.278       5.61        12.82          2.100       1.220       3.460     
2048       14336           32768             1000      2.492       5.75        13.15          4.160       2.420       7.520     
4096       28672           65536             1000      5.326       5.38        12.30          13.240      5.100       12.080    
8192       57344           131072            1000      9.385       6.11        13.97          19.860      9.120       19.900    
16384      114688          262144            1000      19.303      5.94        13.58          197.400     18.160      55.100    
32768      229376          524288            1000      39.625      5.79        13.23          113.080     36.120      122.960   
65536      458752          1048576           1000      200.279     2.29        5.24           266.660     187.440     176.840   
131072     917504          2097152           1000      386.023     2.38        5.43           461.080     375.860     369.700   
262144     1835008         4194304           1000      770.506     2.38        5.44           887.060     757.080     765.240   
524288     3670016         8388608           1000      1640.667    2.24        5.11           1849.920    1620.700    1581.360  
1048576    7340032         16777216          1000      3075.408    2.39        5.46           3538.980    3037.240    3081.980  

