the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               4                 1000      0.085       0.04        0.05           0.134       0.080       0.223     
2          6               8                 1000      0.083       0.07        0.10           0.125       0.078       0.166     
4          12              16                1000      0.085       0.14        0.19           0.223       0.078       0.236     
8          24              32                1000      0.086       0.28        0.37           0.121       0.080       0.172     
16         48              64                1000      0.085       0.56        0.75           0.105       0.079       0.194     
32         96              128               1000      0.084       1.14        1.52           0.136       0.081       0.171     
64         192             256               1000      0.089       2.16        2.88           0.102       0.084       0.258     
128        384             512               1000      0.095       4.04        5.39           0.121       0.092       0.259     
256        768             1024              1000      0.111       6.91        9.21           0.309       0.107       0.186     
512        1536            2048              1000      0.151       10.16       13.55          0.196       0.143       0.325     
1024       3072            4096              1000      0.230       13.37       17.83          0.342       0.213       0.368     
2048       6144            8192              1000      0.354       17.36       23.14          0.425       0.324       0.568     
4096       12288           16384             1000      0.623       19.71       26.28          0.682       0.599       0.852     
8192       24576           32768             1000      1.230       19.98       26.64          2.201       1.201       1.361     
16384      49152           65536             1000      2.399       20.49       27.32          16.538      2.344       3.477     
32768      98304           131072            1000      4.667       21.06       28.08          14.007      4.571       5.717     
65536      196608          262144            1000      9.018       21.80       29.07          15.211      8.951       11.463    
131072     393216          524288            1000      17.712      22.20       29.60          19.914      17.640      26.973    
262144     786432          1048576           1000      35.946      21.88       29.17          708.784     35.123      58.378    
524288     1572864         2097152           1000      70.691      22.25       29.67          311.714     70.087      120.762   
1048576    3145728         4194304           1000      180.441     17.43       23.24          314.602     172.041     260.470   

