the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.409       0.00        0.02           7.540       0.360       0.600     
2          4               16                1000      0.405       0.01        0.04           0.680       0.360       0.740     
4          8               32                1000      0.412       0.02        0.08           0.600       0.360       1.220     
8          16              64                1000      0.423       0.04        0.15           6.800       0.380       1.540     
16         32              128               1000      0.428       0.07        0.30           0.660       0.380       0.820     
32         64              256               1000      0.451       0.14        0.57           0.780       0.400       0.900     
64         128             512               1000      0.521       0.25        0.98           0.720       0.480       1.020     
128        256             1024              1000      0.648       0.40        1.58           1.080       0.600       1.280     
256        512             2048              1000      0.906       0.57        2.26           1.460       0.860       1.900     
512        1024            4096              1000      1.424       0.72        2.88           1.800       1.380       2.100     
1024       2048            8192              1000      2.469       0.83        3.32           10.480      2.400       3.300     
2048       4096            16384             1000      4.533       0.90        3.61           13.240      4.480       5.040     
4096       8192            32768             1000      8.666       0.95        3.78           17.500      8.620       9.840     
8192       16384           65536             1000      16.906      0.97        3.88           25.920      16.780      18.240    
16384      32768           131072            1000      33.386      0.98        3.93           43.240      33.160      38.920    
32768      65536           262144            1000      66.322      0.99        3.95           76.340      65.960      74.640    
65536      131072          524288            1000      133.016     0.99        3.94           328.260     131.500     142.200   
131072     262144          1048576           1000      344.356     0.76        3.05           375.000     325.200     308.800   
262144     524288          2097152           1000      605.727     0.87        3.46           1342.480    595.460     591.660   
524288     1048576         4194304           1000      1178.927    0.89        3.56           1446.760    1164.660    1238.560  
1048576    2097152         8388608           1000      2336.300    0.90        3.59           2764.620    2309.820    2322.300  

