the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.481       0.00        0.02           0.940       0.440       0.700     
2          2               24                1000      0.485       0.00        0.05           0.660       0.420       1.080     
4          4               48                1000      0.493       0.01        0.10           8.740       0.440       0.880     
8          8               96                1000      0.494       0.02        0.19           0.840       0.460       0.980     
16         16              192               1000      0.508       0.03        0.38           0.780       0.440       0.700     
32         32              384               1000      0.541       0.06        0.71           0.740       0.500       0.780     
64         64              768               1000      0.604       0.11        1.27           0.900       0.560       1.320     
128        128             1536              1000      0.708       0.18        2.17           1.140       0.680       1.240     
256        256             3072              1000      0.917       0.28        3.35           1.380       0.880       1.580     
512        512             6144              1000      1.378       0.37        4.46           10.220      1.300       1.700     
1024       1024            12288             1000      2.245       0.46        5.47           11.400      2.180       2.660     
2048       2048            24576             1000      3.976       0.52        6.18           11.600      3.900       5.140     
4096       4096            49152             1000      7.421       0.55        6.62           10.740      7.340       9.560     
8192       8192            98304             1000      14.400      0.57        6.83           20.840      14.280      19.580    
16384      16384           196608            1000      28.153      0.58        6.98           36.280      28.000      42.420    
32768      32768           393216            1000      55.644      0.59        7.07           82.460      55.160      85.420    
65536      65536           786432            1000      146.814     0.45        5.36           176.000     140.480     147.780   
131072     131072          1572864           1000      347.117     0.38        4.53           370.160     337.400     333.700   
262144     262144          3145728           1000      599.096     0.44        5.25           661.180     585.220     574.880   
524288     524288          6291456           1000      1114.047    0.47        5.65           1267.100    1097.520    1105.740  
1048576    1048576         12582912          1000      1916.297    0.55        6.57           2021.160    1901.860    1932.720  

