the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.086       0.01        0.09           0.105       0.084       0.225     
2          2               16                1000      0.092       0.02        0.17           0.160       0.089       0.379     
4          4               32                1000      0.103       0.04        0.31           0.167       0.099       0.322     
8          8               64                1000      0.124       0.06        0.51           0.208       0.121       0.217     
16         16              128               1000      0.183       0.09        0.70           0.262       0.178       0.553     
32         32              256               1000      0.272       0.12        0.94           0.365       0.265       0.360     
64         64              512               1000      0.452       0.14        1.13           0.517       0.441       0.570     
128        128             1024              1000      0.821       0.16        1.25           1.197       0.785       0.880     
256        256             2048              1000      1.522       0.17        1.35           1.575       1.483       1.924     
512        512             4096              1000      2.977       0.17        1.38           13.729      2.923       3.115     
1024       1024            8192              1000      5.823       0.18        1.41           12.171      5.759       6.063     
2048       2048            16384             1000      11.571      0.18        1.42           17.508      11.457      11.876    
4096       4096            32768             1000      23.334      0.18        1.40           32.540      23.116      24.274    
8192       8192            65536             1000      46.902      0.17        1.40           146.469     46.169      48.711    
16384      16384           131072            1000      93.866      0.17        1.40           123.561     92.269      99.504    
32768      32768           262144            1000      188.619     0.17        1.39           225.890     185.063     191.234   
65536      65536           524288            1000      378.393     0.17        1.39           399.652     370.925     379.606   
131072     131072          1048576           1000      754.275     0.17        1.39           779.772     742.555     749.420   
262144     262144          2097152           1000      1505.197    0.17        1.39           1544.394    1483.666    1500.238  
524288     524288          4194304           1000      3002.543    0.17        1.40           3113.263    2963.269    3016.056  
1048576    1048576         8388608           1000      5988.234    0.18        1.40           6102.271    5922.755    6067.394  

