the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.161       0.01        0.05           0.360       0.080       0.720     
2          4               16                1000      0.167       0.02        0.10           0.580       0.100       0.840     
4          8               32                1000      0.163       0.05        0.20           0.360       0.100       0.760     
8          16              64                1000      0.168       0.10        0.38           0.360       0.100       0.680     
16         32              128               1000      0.162       0.20        0.79           0.340       0.080       0.880     
32         64              256               1000      0.166       0.39        1.54           2.220       0.100       0.600     
64         128             512               1000      0.174       0.74        2.95           2.680       0.100       0.820     
128        256             1024              1000      0.179       1.43        5.72           0.340       0.120       0.940     
256        512             2048              1000      0.221       2.32        9.28           0.700       0.160       1.540     
512        1024            4096              1000      0.358       2.86        11.44          0.760       0.300       1.840     
1024       2048            8192              1000      0.555       3.69        14.76          0.840       0.500       1.920     
2048       4096            16384             1000      0.961       4.26        17.05          2.220       0.880       4.400     
4096       8192            32768             1000      1.813       4.52        18.08          6.380       1.720       9.160     
8192       16384           65536             1000      3.627       4.52        18.07          213.560     3.340       16.800    
16384      32768           131072            1000      6.741       4.86        19.44          92.180      6.440       34.160    
32768      65536           262144            1000      20.125      3.26        13.03          167.240     14.100      71.220    
65536      131072          524288            1000      27.572      4.75        19.02          169.120     26.100      108.040   
131072     262144          1048576           1000      172.683     1.52        6.07           238.080     162.980     182.960   
262144     524288          2097152           1000      368.414     1.42        5.69           428.480     359.760     330.360   
524288     1048576         4194304           1000      719.606     1.46        5.83           771.200     709.620     682.360   
1048576    2097152         8388608           1000      1272.083    1.65        6.59           1306.620    1259.180    1321.440  

