the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.084       0.02        0.19           0.420       0.040       0.080     
2          4               32                1000      0.087       0.05        0.37           0.240       0.040       0.120     
4          8               64                1000      0.092       0.09        0.69           2.480       0.040       0.080     
8          16              128               1000      0.103       0.15        1.24           0.380       0.060       0.360     
16         32              256               1000      0.098       0.33        2.62           1.760       0.060       0.280     
32         64              512               1000      0.113       0.57        4.53           2.740       0.060       0.100     
64         128             1024              1000      0.138       0.93        7.42           0.600       0.120       0.460     
128        256             2048              1000      0.188       1.36        10.89          0.440       0.160       1.700     
256        512             4096              1000      0.291       1.76        14.06          0.500       0.260       1.060     
512        1024            8192              1000      0.538       1.90        15.22          0.980       0.480       1.160     
1024       2048            16384             1000      0.938       2.18        17.46          1.300       0.920       5.220     
2048       4096            32768             1000      1.842       2.22        17.79          2.560       1.740       2.860     
4096       8192            65536             1000      3.440       2.38        19.05          13.140      3.320       9.220     
8192       16384           131072            1000      7.269       2.25        18.03          14.220      6.380       18.200    
16384      32768           262144            1000      20.035      1.64        13.08          28.980      12.940      29.880    
32768      65536           524288            1000      36.295      1.81        14.45          92.040      25.280      54.480    
65536      131072          1048576           1000      96.476      1.36        10.87          117.160     80.720      100.200   
131072     262144          2097152           1000      311.978     0.84        6.72           5420.020    252.880     246.340   
262144     524288          4194304           1000      584.747     0.90        7.17           11008.660   470.000     479.940   
524288     1048576         8388608           1000      1379.819    0.76        6.08           6055.680    1296.800    1360.240  
1048576    2097152         16777216          1000      2870.631    0.73        5.84           9881.800    2682.940    2740.920  

