the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               12                1000      0.162       0.01        0.07           0.320       0.120       1.040     
2          4               24                1000      0.177       0.02        0.14           0.320       0.140       0.480     
4          8               48                1000      0.164       0.05        0.29           0.640       0.140       0.760     
8          16              96                1000      0.249       0.06        0.39           0.380       0.200       0.520     
16         32              192               1000      0.385       0.08        0.50           1.240       0.380       1.620     
32         64              384               1000      0.645       0.10        0.60           1.220       0.620       1.620     
64         128             768               1000      1.199       0.11        0.64           8.340       1.160       2.060     
128        256             1536              1000      2.295       0.11        0.67           2.740       2.260       2.980     
256        512             3072              1000      4.543       0.11        0.68           15.320      4.480       5.400     
512        1024            6144              1000      9.028       0.11        0.68           116.140     8.860       9.340     
1024       2048            12288             1000      17.921      0.11        0.69           28.520      17.840      18.620    
2048       4096            24576             1000      35.875      0.11        0.69           83.540      35.560      36.640    
4096       8192            49152             1000      72.173      0.11        0.68           110.320     71.900      75.980    
8192       16384           98304             1000      144.098     0.11        0.68           171.460     143.660     148.520   
16384      32768           196608            1000      282.579     0.12        0.70           314.900     281.120     283.680   
32768      65536           393216            1000      576.133     0.11        0.68           623.940     572.700     597.600   
65536      131072          786432            1000      1154.705    0.11        0.68           1190.160    1148.780    1147.640  
131072     262144          1572864           1000      2301.451    0.11        0.68           2333.400    2281.940    2314.720  
262144     524288          3145728           1000      4525.399    0.12        0.70           4549.600    4516.180    4524.620  
524288     1048576         6291456           1000      9042.295    0.12        0.70           9068.840    9030.000    9045.740  
1048576    2097152         12582912          1000      19018.394   0.11        0.66           19056.620   18993.300   19024.980 

