the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.098       0.06        0.24           0.135       0.092       0.567     
4          24              96                1000      0.099       0.24        0.97           0.137       0.092       0.304     
16         96              384               1000      0.107       0.89        3.58           0.311       0.099       0.198     
64         384             1536              1000      0.127       3.02        12.08          0.224       0.119       0.231     
256        1536            6144              1000      0.205       7.50        30.02          0.406       0.194       0.294     
1024       6144            24576             1000      0.531       11.57       46.29          0.552       0.517       0.676     
4096       24576           98304             1000      1.808       13.60       54.38          1.857       1.773       2.014     
16384      98304           393216            1000      7.217       13.62       54.49          11.526      7.076       11.238    
65536      393216          1572864           1000      41.867      9.39        37.57          47.937      41.430      47.768    
262144     1572864         6291456           1000      183.386     8.58        34.31          189.103     182.263     191.067   
1048576    6291456         25165824          1000      1421.158    4.43        17.71          1438.067    1398.596    1446.719  

