the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.077       0.01        0.10           0.163       0.076       0.218     
2          2               16                1000      0.077       0.03        0.21           0.109       0.076       0.138     
4          4               32                1000      0.077       0.05        0.41           0.091       0.076       0.257     
8          8               64                1000      0.077       0.10        0.83           0.087       0.076       0.139     
16         16              128               1000      0.077       0.21        1.66           0.110       0.076       0.132     
32         32              256               1000      0.079       0.41        3.25           0.102       0.077       0.243     
64         64              512               1000      0.082       0.78        6.25           0.310       0.079       0.133     
128        128             1024              1000      0.095       1.35        10.80          0.147       0.089       0.163     
256        256             2048              1000      0.107       2.39        19.14          0.279       0.102       0.192     
512        512             4096              1000      0.138       3.70        29.61          0.400       0.136       0.202     
1024       1024            8192              1000      0.203       5.04        40.34          0.510       0.193       0.274     
2048       2048            16384             1000      2.776       0.74        5.90           2422.697    0.330       0.517     
4096       4096            32768             1000      0.716       5.72        45.74          0.767       0.688       0.872     
8192       8192            65536             1000      1.211       6.76        54.11          10.698      1.169       1.545     
16384      16384           131072            1000      2.276       7.20        57.58          2.980       2.190       3.141     
32768      32768           262144            1000      5.505       5.95        47.62          7.751       5.183       6.451     
65536      65536           524288            1000      11.864      5.52        44.19          17.698      10.704      14.132    
131072     131072          1048576           1000      22.315      5.87        46.99          61.407      21.028      30.312    
262144     262144          2097152           1000      43.971      5.96        47.69          79.948      42.146      63.018    
524288     524288          4194304           1000      118.271     4.43        35.46          186.145     107.091     134.653   
1048576    1048576         8388608           1000      276.881     3.79        30.30          330.504     267.775     284.339   

