the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.074       0.01        0.11           0.293       0.074       0.109     
2          2               16                1000      0.076       0.03        0.21           0.085       0.075       0.181     
4          4               32                1000      0.078       0.05        0.41           0.290       0.075       0.115     
8          8               64                1000      0.075       0.11        0.86           0.289       0.074       0.284     
16         16              128               1000      0.075       0.21        1.70           0.326       0.075       0.169     
32         32              256               1000      0.076       0.42        3.35           0.308       0.076       0.109     
64         64              512               1000      0.080       0.80        6.38           0.112       0.079       0.132     
128        128             1024              1000      0.088       1.45        11.61          0.123       0.087       0.129     
256        256             2048              1000      0.106       2.42        19.35          0.321       0.102       0.139     
512        512             4096              1000      0.138       3.71        29.67          0.366       0.134       0.401     
1024       1024            8192              1000      0.198       5.17        41.34          0.429       0.195       0.259     
2048       2048            16384             1000      0.334       6.14        49.11          0.373       0.319       0.530     
4096       4096            32768             1000      0.657       6.23        49.84          0.851       0.609       0.752     
8192       8192            65536             1000      1.168       7.02        56.13          1.449       1.109       1.567     
16384      16384           131072            1000      2.241       7.31        58.50          2.686       2.168       2.790     
32768      32768           262144            1000      5.474       5.99        47.89          11.273      5.037       6.824     
65536      65536           524288            1000      11.302      5.80        46.39          12.303      10.626      13.896    
131072     131072          1048576           1000      23.691      5.53        44.26          28.639      22.164      30.757    
262144     262144          2097152           1000      45.025      5.82        46.58          59.193      43.320      65.650    
524288     524288          4194304           1000      131.694     3.98        31.85          138.936     116.932     140.718   
1048576    1048576         8388608           1000      306.319     3.42        27.39          317.041     293.386     308.991   

