the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.150       0.01        0.05           0.360       0.100       0.180     
2          2               16                1000      0.179       0.01        0.09           0.500       0.100       0.360     
4          4               32                1000      0.222       0.02        0.14           0.480       0.180       0.820     
8          8               64                1000      0.270       0.03        0.24           0.420       0.200       0.260     
16         16              128               1000      0.514       0.03        0.25           160.940     0.300       0.400     
32         32              256               1000      0.521       0.06        0.49           0.760       0.440       0.720     
64         64              512               1000      0.883       0.07        0.58           1.200       0.800       0.920     
128        128             1024              1000      1.533       0.08        0.67           1.820       1.420       1.580     
256        256             2048              1000      2.949       0.09        0.69           3.300       2.700       2.960     
512        512             4096              1000      5.636       0.09        0.73           14.960      5.520       5.960     
1024       1024            8192              1000      11.175      0.09        0.73           74.480      10.480      11.500    
2048       2048            16384             1000      22.154      0.09        0.74           78.760      22.020      22.680    
4096       4096            32768             1000      47.007      0.09        0.70           81.800      44.060      46.760    
8192       8192            65536             1000      93.992      0.09        0.70           111.960     82.480      90.080    
16384      16384           131072            1000      186.056     0.09        0.70           210.900     175.820     181.260   
32768      32768           262144            1000      371.376     0.09        0.71           402.140     351.460     358.980   
65536      65536           524288            1000      734.119     0.09        0.71           843.200     713.880     750.260   
131072     131072          1048576           1000      1607.434    0.08        0.65           1667.400    1451.260    1465.600  
262144     262144          2097152           1000      2926.466    0.09        0.72           2981.300    2889.920    2947.880  
524288     524288          4194304           1000      5857.323    0.09        0.72           6001.080    5818.080    5871.460  
1048576    1048576         8388608           1000      11702.405   0.09        0.72           11832.700   11631.380   11713.200 

