the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.121       0.02        0.07           0.355       0.111       1.136     
2          4               16                1000      0.123       0.03        0.13           0.262       0.111       0.905     
4          8               32                1000      0.123       0.06        0.26           0.324       0.112       0.615     
8          16              64                1000      0.125       0.13        0.51           0.333       0.113       0.521     
16         32              128               1000      0.128       0.25        1.00           0.187       0.117       0.287     
32         64              256               1000      0.128       0.50        2.00           0.345       0.125       0.300     
64         128             512               1000      0.152       0.84        3.37           0.362       0.146       0.493     
128        256             1024              1000      0.194       1.32        5.27           0.424       0.188       0.524     
256        512             2048              1000      0.288       1.78        7.10           0.582       0.275       0.615     
512        1024            4096              1000      0.460       2.23        8.91           0.701       0.450       1.113     
1024       2048            8192              1000      0.809       2.53        10.13          1.290       0.799       1.874     
2048       4096            16384             1000      1.602       2.56        10.23          2.125       1.516       3.095     
4096       8192            32768             1000      3.095       2.65        10.59          3.780       2.924       5.051     
8192       16384           65536             1000      8.241       1.99        7.95           12.249      7.036       11.401    
16384      32768           131072            1000      13.504      2.43        9.71           20.965      12.510      18.960    
32768      65536           262144            1000      45.288      1.45        5.79           58.003      42.701      48.462    
65536      131072          524288            1000      92.470      1.42        5.67           107.278     89.811      95.788    
131072     262144          1048576           1000      183.340     1.43        5.72           197.148     181.910     187.255   
262144     524288          2097152           1000      372.231     1.41        5.63           393.567     370.347     375.892   
524288     1048576         4194304           1000      753.757     1.39        5.56           770.277     751.000     770.576   
1048576    2097152         8388608           1000      864.570     2.43        9.70           893.628     857.388     862.301   

