the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.182       0.01        0.04           0.500       0.140       0.360     
2          2               16                1000      0.187       0.01        0.09           0.320       0.160       0.500     
4          4               32                1000      0.179       0.02        0.18           0.360       0.140       0.400     
8          8               64                1000      0.191       0.04        0.33           0.340       0.160       0.880     
16         16              128               1000      0.191       0.08        0.67           0.380       0.160       0.520     
32         32              256               1000      0.217       0.15        1.18           0.840       0.180       0.580     
64         64              512               1000      0.225       0.28        2.27           0.300       0.200       0.280     
128        128             1024              1000      0.275       0.47        3.73           0.420       0.240       0.540     
256        256             2048              1000      0.377       0.68        5.44           0.500       0.340       0.880     
512        512             4096              1000      0.549       0.93        7.46           0.720       0.520       0.940     
1024       1024            8192              1000      0.978       1.05        8.38           1.500       0.920       1.920     
2048       2048            16384             1000      1.755       1.17        9.33           1.920       1.680       4.080     
4096       4096            32768             1000      3.441       1.19        9.52           15.120      3.360       7.000     
8192       8192            65536             1000      6.513       1.26        10.06          7.880       6.460       15.120    
16384      16384           131072            1000      13.015      1.26        10.07          41.260      12.740      34.800    
32768      32768           262144            1000      24.915      1.32        10.52          52.400      24.480      75.600    
65536      65536           524288            1000      54.480      1.20        9.62           134.000     50.840      154.660   
131072     131072          1048576           1000      289.165     0.45        3.63           314.980     272.860     294.200   
262144     262144          2097152           1000      656.743     0.40        3.19           711.460     646.660     639.120   
524288     524288          4194304           1000      1453.339    0.36        2.89           1786.140    1436.400    1454.440  
1048576    1048576         8388608           1000      3266.751    0.32        2.57           3338.780    3247.040    3274.200  

