the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.074       0.01        0.11           0.111       0.073       0.112     
2          2               16                1000      0.074       0.03        0.22           0.120       0.073       0.089     
4          4               32                1000      0.074       0.05        0.43           0.334       0.072       0.137     
8          8               64                1000      0.075       0.11        0.86           0.090       0.073       0.119     
16         16              128               1000      0.076       0.21        1.69           0.084       0.074       0.241     
32         32              256               1000      0.078       0.41        3.27           0.097       0.077       0.128     
64         64              512               1000      0.085       0.75        6.02           0.118       0.084       0.137     
128        128             1024              1000      0.099       1.29        10.29          0.138       0.098       0.127     
256        256             2048              1000      0.132       1.95        15.57          0.322       0.128       0.221     
512        512             4096              1000      0.194       2.64        21.12          0.212       0.189       0.347     
1024       1024            8192              1000      0.316       3.24        25.88          0.360       0.311       0.400     
2048       2048            16384             1000      0.559       3.66        29.30          0.599       0.555       0.629     
4096       4096            32768             1000      1.055       3.88        31.05          6.395       1.043       1.336     
8192       8192            65536             1000      2.030       4.04        32.29          7.246       2.018       2.654     
16384      16384           131072            1000      3.988       4.11        32.86          4.224       3.972       5.156     
32768      32768           262144            1000      7.979       4.11        32.85          12.381      7.877       9.021     
65536      65536           524288            1000      16.714      3.92        31.37          21.496      15.702      20.358    
131072     131072          1048576           1000      33.216      3.95        31.57          43.849      31.259      43.056    
262144     262144          2097152           1000      69.919      3.75        29.99          81.500      62.468      85.957    
524288     524288          4194304           1000      206.252     2.54        20.34          217.994     172.249     231.236   
1048576    1048576         8388608           1000      402.397     2.61        20.85          424.474     392.586     424.929   

